Start Angle,Period,Period Err,Tau,Tau Err
74.02057374502306,1.1146480671391379,0.0002876723651458174,62.8992338110702,5.714954189579807
61.99530833640285,1.0843751646516058,0.0001640271432507502,85.96631686624977,6.369108494209121
54.722893958952476,1.0675902098586352,0.00037376889060370685,63.285822641305515,7.948450123490435
49.97514434139112,1.0560770293858894,9.762412946488475e-05,102.88511349788931,5.685928875006973
44.62207197918785,1.0458552527258578,8.705102394819903e-05,113.3721816677691,6.247216159561465
40.30586107139921,1.0383638792397303,7.44693073842751e-05,113.7851726777309,5.436398760506195
36.65447346703979,1.032459766681904,5.9039016783333324e-05,118.01784606006612,4.7716952820016605
33.32772727396632,1.0276790118377057,7.433840728258131e-05,113.3335561439149,5.630078653341046
31.801767469967523,1.023898161160235,5.1902775922189915e-05,115.46704607800967,4.028796825540322
29.096196917564097,1.0207006296967256,4.732946626960046e-05,116.80305152769493,3.7887666460260356
26.602549907691937,1.0180401216371868,4.5423299086318004e-05,114.82957111737372,3.547540839844531
24.504420369045253,1.0158772891660142,4.336378869823071e-05,116.31641610314539,3.5076436788374172
22.444122582986264,1.014001813823746,3.904855132972571e-05,115.93948970709843,3.135642236716575
20.622651068171702,1.0123242669127286,3.4977682749819565e-05,115.1264511067755,2.786593818857597
18.898652019759187,1.0110139885337504,3.140313679609211e-05,113.81780927176732,2.4424661091631457
17.3266672755111,1.0098261351885451,3.1538053112191554e-05,112.05586100857815,2.37955902334398
15.82951247279969,1.008619770707887,2.7174967984586523e-05,110.10465302839638,1.9729136647671852
14.5047552763059,1.0075982078399481,3.7806394227076355e-05,110.38116325463331,2.795122940681268
13.2620306433483,1.0070995558347295,2.9231731586336428e-05,108.79751957919166,2.1011600486429396
12.058669832375355,1.006293794981793,2.9415945568725416e-05,104.01238605770683,1.9273743825540415
11.057116049348178,1.005678088698788,2.9591940587181365e-05,107.66353059264627,2.083219342701264
10.110482242651468,1.00505566567431,3.231742423475752e-05,102.41411315316594,2.0631346685386176
9.223507450225037,1.0043896209878178,5.9855628578559193e-05,96.37420368672782,3.414933667399359
8.350963844877176,1.0040625706354254,3.758629656716787e-05,98.9524856183668,2.2577164498431244
7.583917944041822,1.0037967402925132,3.19169651527956e-05,98.72134523629644,1.8906454257008745
6.849032693009988,1.0031275248922789,3.2864698049313796e-05,98.16132504492923,1.943827708640802
6.2482143575273685,1.002881945811136,2.9497151060683404e-05,95.47915165765461,1.6669199108315294
5.620978811285658,1.0025191168658443,3.27082783656203e-05,93.71327858093589,1.7824211905790226
5.116934635051881,1.0020318584641368,3.5011748647210984e-05,87.15743192752238,1.6475139791782052
4.550480424812607,1.001750096888103,3.18813562341449e-05,87.56149862179394,1.4971355992736821
-74.97538486718909,1.112597704329758,0.00028614602843017356,65.02916831413286,6.094518170385532
-62.99316775880702,1.0831373699502205,0.00021784023575516915,-1691223935.3997102,541712242227543.8
-55.91239109467916,1.0671323925684846,0.00042398819383011573,61.25954858937178,8.313689234620307
-51.09192189839211,1.0555170699840284,9.677527708653421e-05,106.59385578766874,6.053065762794237
-46.17242347694733,1.0455268337243016,8.587589975637868e-05,114.80043574416221,6.3121655238283605
-41.702424475122776,1.0380716197801343,7.422811262890144e-05,115.15612423170171,5.604623243395438
-38.03013392208026,1.0321918791766411,5.76830921923773e-05,120.0880049632302,4.7703010963313615
-34.769311664410324,1.0273371650633178,7.04487744828547e-05,108.9539740360098,4.872856516914494
-31.71779353003788,1.0236716843165203,5.011055015714665e-05,120.87557802896704,4.253489969374196
-28.998737673284452,1.0204852826396262,4.690819519900052e-05,122.09364973636569,4.099378463569832
-26.597637924852197,1.0178468926774193,4.511810509497379e-05,118.85259597997901,3.7754211417168944
-24.47641401207034,1.0156888884891724,4.184423702167062e-05,119.49088126599686,3.5275060324611904
-22.431744178509728,1.0138619461188183,3.788286158351709e-05,119.15541001594539,3.209766078070166
-20.592400026252296,1.012211425515841,3.485236364363416e-05,117.47891069333147,2.8877214948442753
-18.698833088523937,1.010906392632295,3.1612009420317026e-05,115.62078905432563,2.5370885513733645
-17.225674415272984,1.00975242148334,3.1568017299174036e-05,114.46825270180473,2.484391166540917
-15.67688244838959,1.008584988955196,9.51138813613844e-05,-8072722741.869999,2702773354629304.0
-14.204039172343997,1.0075407254849453,3.824808395696315e-05,112.05723703691724,2.9139259094426464
-12.937134118474326,1.0069949898414112,9.58644816091746e-05,-10422099611.08655,6022753489307291.0
-11.842167492591335,1.0062301256415207,2.939334585730004e-05,106.74553931254708,2.0286799836424754
-10.69795155798627,1.0056245721857233,3.048724952449091e-05,109.47051264000625,2.243412480500088
-9.787606058888658,1.0050154799655724,0.00010256182370566453,-8313523889.16534,3825851561307812.5
-8.852560514648657,1.0043862913516715,5.9926248467558406e-05,96.49274317710207,3.4283803296022533
-8.023958229393136,1.003977859716463,0.00010811218462477282,-16554948552.487247,8727643275200964.0
-7.2114204676367315,1.0037351559047891,3.2294738962722643e-05,98.81368928485607,1.9560008038845138
-6.504933312286962,1.0031059838211072,0.00010739621796249262,-5653696926.500162,1799019787853161.0
-5.851947915779381,1.0028735468768408,0.00010828010835143746,-16533004100.30786,5785986641886761.0
-5.329136466110807,1.0025062131839617,3.291886112118144e-05,95.0382355281523,1.845108669136843
-4.747633756517305,1.1872079036584937,0.024634167553567978,-259.58093245333265,7757.0332364983215
-4.2400175337695,1.0017829854786615,3.7272633575536895e-05,88.82310405394749,1.793730609075773
