Start Angle,Period,Period Err,Tau,Tau Err
66.30576357342811,1.1008981387535839,0.00022461926393282938,57.42817549883513,3.8100521052854712
55.71039713153274,1.0799231860046852,0.00013894592272190427,92.25497695728468,6.287016922124792
49.705214437769634,1.0662092234717593,9.67560060436102e-05,100.29598541023165,5.310104919628003
44.32109837773614,1.0567030827961517,8.302943929266725e-05,107.64574890495436,5.359653441297902
40.27377417099708,1.049675915571538,8.604649510334023e-05,118.16110171797273,6.75773507929121
37.41096643763514,1.0450469639209021,8.04957201089044e-05,126.59735547038163,7.30091134621544
34.40227524455899,1.0410853907541682,9.513540331955319e-05,192.66991144449995,20.07481899373557
33.5711410710248,1.0367167082331703,0.00010701287290885528,97.22366173467428,5.788938404889944
31.045456665083144,1.0338393372853756,6.497944204207058e-05,120.26764387852897,5.438114469401906
28.66063952222341,1.0309386769158508,5.951336225757857e-05,120.41806099366636,4.981587775418643
26.22918992509378,1.0286580285211684,6.407155704595612e-05,130.62076785407854,6.358942980017558
24.300764073995662,1.026619715496005,5.785244151233835e-05,118.23312154687514,4.753337724415856
22.435325785542535,1.0248458697782972,4.922615641035625e-05,122.19630350442912,4.3169927565949955
20.694990140297286,1.0231701643985673,5.059611645461487e-05,123.49722872340502,4.575816064201995
19.071942404299225,1.0220556865845927,5.39859401854597e-05,121.30484515375672,4.70360700428384
17.654720778899833,1.0209791267209514,4.4778904677545636e-05,112.59048496831765,3.350784141863887
16.219507793677515,1.019973152844324,4.0457018834099234e-05,118.89662705747703,3.407942926046089
15.021487247581026,1.019300345429075,4.349529240314883e-05,119.79438462552703,3.717367276303904
13.892551331913047,1.0184449271631606,4.3150629502455336e-05,115.86310506071285,3.4534024424498124
12.745588158220041,1.018126119566029,9.49737780069523e-05,135.32792525942273,10.361017701831088
11.563383562427767,1.0170885017355786,7.60215723106077e-05,109.67107996935624,5.50329535977769
10.76667454739799,1.0165733510294737,9.669220507289221e-05,107.16578620599643,6.595914972591064
9.921211494254226,1.0163966504958266,9.67869140769384e-05,115.18475504356763,7.71520871659692
8.77173621172896,1.0159213198371864,0.00012703731477609965,121.05531675869182,11.192843732541796
8.171157783559247,1.0153312728748884,0.00016447011817159407,107.9292734608487,11.561134703090321
7.85488797633668,1.0148336235895703,0.0001398743443227997,87.24287901674009,6.394722915462721
7.299783368026288,1.014324399787104,0.00023994024206601096,111.3494488837587,17.559418811921837
6.668662586768521,1.014238691506033,0.00010691520168803777,109.23149148915937,7.652816223571044
6.233351409182079,1.0136858411385912,0.00017691616478969082,123.23658301120683,16.125750783901506
5.504266770570251,1.0133709793546346,0.0001626043517225687,102.7187395205765,10.109296193801006
5.126707099729806,1.012885716411231,0.00013865131149575166,104.27483390800276,9.140098111169637
4.970445656978647,1.0128823732343435,0.0001462514691169131,97.01785947734724,8.172467388202428
4.576762358317078,1.0125321333278856,0.0001567707518547575,89.20524767722463,7.554812907328295
4.03587684206526,1.0131821564640846,0.00023626944798259576,94.85230451353506,12.747598698467215
3.421284770377097,1.0108710804874808,0.0022716634927610136,-217548807.12422824,331012237959354.56
-64.84265728251108,1.099483952691783,0.00022252807257979747,61.39059761758902,4.303316308502242
-54.44403105515755,1.079209235580055,0.00014449796278848844,94.81585871921651,6.902937004635363
-48.63527727240197,1.065625762449285,9.18799493689121e-05,104.9576273197064,5.521198459583424
-43.26994575998426,1.0562581561828148,8.101628437973929e-05,107.88089220360052,5.206479532898316
39.962583213916666,1.0496567467256221,8.384527525576979e-05,120.99050127364407,6.885339969672099
-36.39940678242026,1.0448026776646417,8.017066244487852e-05,127.00280755587853,7.321149441534192
-33.43701304306684,1.0408500985231635,9.40794794293189e-05,204.11471567933782,22.29372928684594
-30.778957479934128,1.0365550488503221,0.00010672504178435094,106.3395329848345,6.908876631986212
-28.354589020030094,1.0335798810122412,6.367857894331723e-05,125.76063190093817,5.773924900611414
-25.81378090570912,1.0307104296394605,5.792694422867718e-05,124.06048540586401,5.203702827403808
-23.81392872359683,1.0285212432035022,6.407696903444763e-05,137.3523739523909,7.109012314830218
-21.700998739536214,1.0264689117553418,5.763320079489795e-05,125.16571911036598,5.25810065791339
-19.854324167716317,1.024728236990411,5.071959751836356e-05,125.62944569837983,4.706320344559045
-18.158039522799672,1.0231389628889958,5.0423893548140605e-05,126.35510619936291,4.771093633473949
-16.55312097964887,1.0219936019982174,5.30047022145671e-05,122.4578643285318,4.7076314312614205
-14.995192891445011,1.0209114991684254,4.33188106093462e-05,114.902013400142,3.3768617528702904
-13.776566657563118,1.0198645081987663,3.967325358362875e-05,117.84281028335091,3.2517021222212037
-12.41289830484642,1.0192549502603208,4.483022107414726e-05,119.96071032636513,3.844900614308702
-11.477038138371437,1.01829852339372,4.452464941358591e-05,116.1256695754107,3.5796491850109016
-10.375193869917782,1.018083868609831,9.485661682805088e-05,124.34578058982393,8.835695243414435
-9.665148496032591,1.0170468625912386,7.700051687852277e-05,104.07360000406283,4.9689657537925465
-8.693860140387086,1.0165906720814715,9.637344015856656e-05,104.26490906880446,6.23697070030652
-7.972673587046627,1.016070721339791,0.00011238799764620536,111.36500104615891,8.294745347145282
-7.400945883244702,1.0155365248914887,0.0001170245930214746,111.14200417288191,8.687111130620846
-6.504399717022271,1.0151612380283233,0.00016290725778383757,92.36652995131446,8.28413411445943
-5.75172503715567,1.0150735947882963,0.00014191180364340485,83.57211281998991,5.956587726371644
-5.103197599881918,1.0147485812201382,0.00023247187585140317,118.0996626678973,19.40301039671418
-4.736770208924749,1.0139512071078989,0.00010601175167796955,100.79673134361343,6.5347126034607665
