Sensor Position (Degrees),Light Intensity (Volts)
0.0,0.01814
0.0,0.01557
0.0,0.01508
0.0,0.01589
0.0,0.01621
0.0,0.01766
0.0,0.01653
0.0,0.01219
0.0,0.01396
0.0,0.00945
0.0,0.01814
0.0,0.01766
0.0,0.01106
0.0,0.01363
0.0,0.01798
0.0,0.01718
0.0,0.01782
0.0,0.0138
0.0,0.01701
0.0,0.0175
0.0,0.01219
0.0,0.01444
0.0,0.01846
0.0,0.01637
0.0,0.01428
0.0,0.01428
0.0,0.01782
0.0,0.0154
0.0,0.01814
0.0,0.0138
0.0,0.01202
0.0,0.01331
0.0,0.01846
0.0,0.01959
0.0,0.02088
0.0,0.0175
0.0,0.01766
0.0,0.01299
0.0,0.01685
0.0,0.0146
0.0,0.01444
0.0,0.0138
0.0,0.01557
0.0,0.0146
0.0,0.01428
0.0,0.01621
0.0,0.01331
0.0,0.01138
0.0,0.01524
0.0,0.01042
0.0,0.01911
0.0,0.01492
0.0,0.01782
0.0,0.01637
0.0,0.01605
0.0,0.0175
0.0,0.0138
0.0,0.01396
0.0,0.01202
0.0,0.0154
0.0,0.01718
0.0,0.01846
0.0,0.01718
0.0,0.01589
0.0,0.01524
0.0,0.01734
0.0,0.01331
0.0,0.01621
0.0,0.01492
0.0,0.01734
0.0,0.01718
0.0,0.0154
0.0,0.01637
0.0,0.01492
0.0,0.01637
0.0,0.01412
0.0,0.01814
0.0,0.01557
0.0,0.01428
0.0,0.0154
0.0,0.01363
0.0,0.01299
0.0,0.01283
0.0,0.01621
0.0,0.01557
0.0,0.0175
0.0,0.01347
0.0,0.0154
0.0,0.01734
0.0,0.0146
0.0,0.01718
0.0,0.01202
0.0,0.01878
0.0,0.01653
0.0,0.01299
0.0,0.01637
0.0,0.0154
0.0,0.01685
0.0,0.01637
0.0,0.0183
0.0,0.01428
0.0,0.01782
0.0,0.01492
0.0,0.01862
0.0,0.01653
0.0,0.01363
0.0,0.01669
0.0,0.0175
0.0,0.01154
0.0,0.01492
0.0,0.0154
0.0,0.0175
0.0,0.01508
0.0,0.01219
0.0,0.01428
0.0,0.01283
0.0,0.01653
0.0,0.01412
0.0,0.01589
0.0,0.0146
0.0,0.01363
0.0,0.01846
0.0,0.01878
0.0,0.0175
0.0,0.0146
0.0,0.0109
0.0,0.0175
0.0,0.0146
0.0,0.01701
0.0,0.01798
0.0,0.01524
0.0,0.0175
0.0,0.01251
0.0,0.01605
0.0,0.01701
0.0,0.0146
0.0,0.01412
0.0,0.01701
0.0,0.01396
0.0,0.01605
0.0,0.01718
0.0,0.0175
0.0,0.01895
0.0,0.01331
0.0,0.01347
0.0,0.01701
0.0,0.01573
0.0,0.01637
0.0,0.01428
0.0,0.01734
0.0,0.0175
0.0,0.01331
0.0,0.0138
0.0,0.01396
0.0,0.01251
0.0,0.0146
0.0,0.0117
0.0,0.01524
0.0,0.01074
0.0,0.01782
0.0,0.01138
0.0,0.01058
0.0,0.0138
0.0,0.0146
0.0,0.01637
0.0,0.01331
0.0,0.01428
0.0,0.0146
0.0,0.01573
0.0,0.0175
-0.01015,0.01009
-0.01015,0.01428
-0.01015,0.01202
