Sensor Position (Degrees),Light Intensity (Volts)
0.0,0.06691
0.0,0.06546
0.0,0.0653
0.0,0.06434
0.0,0.06546
0.0,0.06707
0.0,0.06514
0.0,0.06353
0.0,0.06643
0.0,0.06514
0.0,0.05967
0.0,0.06804
0.0,0.06739
0.0,0.06772
0.0,0.0653
0.0,0.05951
0.0,0.0682
0.0,0.06401
0.0,0.069
0.0,0.06723
0.0,0.06418
0.0,0.06611
0.0,0.06965
0.0,0.06627
0.0,0.06723
0.0,0.06788
0.0,0.06595
0.0,0.06643
0.0,0.06836
0.0,0.06611
0.0,0.06466
0.0,0.0645
0.0,0.06611
0.0,0.06434
0.0,0.06498
0.0,0.0653
0.0,0.06595
0.0,0.0645
0.0,0.06916
0.0,0.06611
0.0,0.06595
0.0,0.06627
0.0,0.06401
0.0,0.0645
0.0,0.06788
0.0,0.06224
0.0,0.06546
0.0,0.06434
0.0,0.06385
0.0,0.05935
0.0,0.06627
0.0,0.06691
0.0,0.06675
0.0,0.06353
0.0,0.06739
0.0,0.06756
0.0,0.07061
0.0,0.06369
0.0,0.06498
0.0,0.06611
0.0,0.06691
0.0,0.06401
0.0,0.06659
0.0,0.06723
0.0,0.0682
0.0,0.06466
0.0,0.06546
0.0,0.06401
0.0,0.06289
0.0,0.06321
0.0,0.0624
0.0,0.06643
0.0,0.06595
0.0,0.06434
0.0,0.06643
0.0,0.06643
0.0,0.06257
0.0,0.06723
0.0,0.06595
0.0,0.06981
0.0,0.06836
0.0,0.06723
0.0,0.06723
0.0,0.06434
0.0,0.06916
0.0,0.07287
0.0,0.06562
0.0,0.06482
0.0,0.06514
0.0,0.06562
0.0,0.06836
0.0,0.06208
0.0,0.06788
0.0,0.06514
0.0,0.06434
0.0,0.06434
0.0,0.06401
0.0,0.06401
0.0,0.0682
0.0,0.06804
0.0,0.06756
0.0,0.06578
0.0,0.06611
0.0,0.06836
0.0,0.06562
0.0,0.06997
0.0,0.07029
0.0,0.06611
0.0,0.06643
0.0,0.06418
0.0,0.06659
0.0,0.06257
0.0,0.06691
0.0,0.06353
0.0,0.06305
0.0,0.06434
0.0,0.06627
0.0,0.06659
0.0,0.06884
0.0,0.06675
0.0,0.06144
0.0,0.06611
0.0,0.06643
0.0,0.06723
0.0,0.06916
0.0,0.069
0.0,0.06804
0.0,0.06562
0.0,0.06933
0.0,0.0653
0.0,0.06337
0.0,0.06675
0.0,0.06627
0.0,0.06353
0.0,0.06723
0.01015,0.06707
0.01015,0.06804
0.01015,0.06514
0.01015,0.06836
0.01015,0.07222
0.01015,0.06611
0.01015,0.07077
0.01015,0.06707
0.01015,0.06933
0.0203,0.07174
0.07107,0.06997
0.13198,0.07013
0.15228,0.06466
0.2132,0.06353
0.26396,0.06112
0.30457,0.0653
0.40609,0.06933
0.49746,0.06643
0.53807,0.06933
0.6599,0.06965
0.75127,0.0653
0.79188,0.07126
0.98477,0.06707
1.1269,0.06772
1.18782,0.06788
1.3198,0.07335
1.43147,0.069
1.48223,0.06514
1.75635,0.07238
1.88832,0.06884
1.96954,0.07126
2.24365,0.06739
2.43655,0.07029
2.55838,0.07238
2.80203,0.06562
3.00508,0.07351
3.11675,0.07399
3.61421,0.0719
3.83756,0.07271
3.96954,0.06659
4.37563,0.06884
4.57868,0.0682
4.67005,0.06836
4.97462,0.06949
5.17766,0.0711
5.26904,0.06562
5.5533,0.0682
5.7665,0.06739
5.87817,0.06852
6.18274,0.0719
6.38579,0.06788
6.48731,0.07399
6.83249,0.06949
7.02538,0.07528
7.1269,0.07448
7.53299,0.07029
7.71574,0.06997
7.81726,0.07351
8.08122,0.07238
8.26396,0.0756
8.37563,0.07496
8.75127,0.06772
8.95431,0.0711
9.04569,0.06772
9.38071,0.07464
9.5736,0.07206
9.67513,0.07641
10.04061,0.07641
10.31472,0.07303
10.56853,0.07496
10.8731,0.0756
11.07614,0.07931
11.16751,0.07432
11.54315,0.07238
11.72589,0.07432
11.81726,0.07528
12.03046,0.0711
12.2132,0.07802
12.30457,0.07979
12.54822,0.07303
12.72081,0.07367
12.8731,0.07367
13.13706,0.0822
13.28934,0.07914
13.38071,0.07866
13.7665,0.07882
13.90863,0.08172
13.98985,0.08172
14.24365,0.08269
14.35533,0.08172
14.4264,0.08381
14.59898,0.08703
14.75127,0.08816
14.8731,0.08623
15.1269,0.088
15.26904,0.09089
15.32995,0.09186
15.56345,0.09138
15.68528,0.09717
15.79695,0.10313
16.10152,0.10763
16.25381,0.11391
16.40609,0.11295
16.6802,0.12228
16.81218,0.12357
16.8934,0.13564
17.23858,0.14498
17.42132,0.16139
17.5736,0.17347
17.90863,0.20019
18.12183,0.23576
18.32487,0.26376
18.74112,0.35986
18.94416,0.42923
19.1269,0.5118
19.52284,0.74294
19.71574,0.89392
19.91878,1.06276
20.28426,1.44745
20.41624,1.6068
20.53807,1.74169
20.82234,2.0768
20.95431,2.21265
21.11675,2.29442
21.40102,2.40629
21.5533,2.41369
21.74619,2.38392
22.05076,2.20943
22.2132,2.08437
22.28426,2.00341
22.52792,1.77871
22.69036,1.59666
22.77157,1.50636
22.98477,1.26412
23.1269,1.08578
23.19797,1.01463
23.41117,0.81521
23.5533,0.70077
23.60406,0.65393
23.80711,0.51228
23.92893,0.43728
23.98985,0.40315
24.20305,0.32428
24.33503,0.27101
24.40609,0.2525
24.62944,0.20373
24.79188,0.18151
24.86294,0.17137
25.07614,0.1453
25.23858,0.13323
25.29949,0.12486
25.51269,0.11359
25.65482,0.10667
25.70558,0.10924
25.85787,0.0991
25.95939,0.09524
26.0203,0.0954
26.17259,0.09283
26.28426,0.08977
26.31472,0.08912
26.4467,0.08961
26.54822,0.08816
26.60914,0.08124
26.77157,0.08301
26.8934,0.08285
26.95431,0.08558
27.18782,0.08108
27.35025,0.08413
27.43147,0.0814
27.68528,0.08301
27.85787,0.08108
27.93909,0.08751
28.2335,0.08478
28.4264,0.08285
28.52792,0.08252
28.79188,0.08075
28.94416,0.08285
29.01523,0.0748
29.24873,0.08269
29.36041,0.08172
29.42132,0.07931
29.58376,0.08397
29.67513,0.0814
29.72589,0.08188
29.88832,0.07882
30.0,0.0822
30.05076,0.08204
30.20305,0.07979
30.30457,0.08413
30.35533,0.08124
30.53807,0.07544
30.63959,0.08381
30.69036,0.08188
30.86294,0.07995
30.99492,0.08075
31.05584,0.07818
31.30964,0.08188
31.51269,0.08027
31.63452,0.07979
31.88832,0.08204
32.03046,0.08333
32.11168,0.07947
32.33503,0.08285
32.46701,0.08349
32.55838,0.08397
32.76142,0.08043
32.90355,0.08349
32.97462,0.08285
33.16751,0.08462
33.28934,0.08381
33.35025,0.07705
33.5533,0.07882
33.68528,0.08285
33.75635,0.07641
33.94924,0.08317
34.09137,0.08236
34.17259,0.08059
34.38579,0.08285
34.55838,0.08365
34.62944,0.08204
34.85279,0.08156
34.97462,0.08285
35.04569,0.08172
35.24873,0.07947
35.39086,0.08397
35.47208,0.08285
35.66497,0.08043
35.77665,0.08494
35.83756,0.07931
36.06091,0.08269
36.24365,0.08269
36.33503,0.08349
36.59898,0.08156
36.76142,0.08349
36.83249,0.08091
36.95431,0.08526
37.03553,0.08333
37.07614,0.088
37.20812,0.08204
37.30964,0.08204
37.35025,0.08478
37.51269,0.08446
37.63452,0.08172
37.69543,0.07995
37.86802,0.07753
38.01015,0.08011
38.08122,0.07914
38.29442,0.08204
38.41624,0.0814
38.47716,0.08462
38.62944,0.08735
38.74112,0.08204
38.80203,0.0814
38.93401,0.08365
39.05584,0.08478
39.1269,0.08317
39.36041,0.0843
39.51269,0.08928
39.60406,0.08671
39.7665,0.08542
39.89848,0.0859
39.96954,0.08574
40.15228,0.08623
40.26396,0.07898
40.30457,0.08864
40.47716,0.08478
40.57868,0.08397
40.63959,0.08912
40.78173,0.07963
40.88325,0.0822
40.93401,0.08526
41.08629,0.08526
41.19797,0.08864
41.24873,0.08156
41.41117,0.09073
41.51269,0.08446
41.5736,0.08719
41.7665,0.08945
41.90863,0.08059
41.9797,0.08349
42.20305,0.0822
42.36548,0.0859
42.43655,0.08735
42.69036,0.08317
42.86294,0.08687
42.94416,0.0843
43.18782,0.08204
43.36041,0.08864
43.44162,0.08719
43.68528,0.09041
43.86802,0.09041
43.96954,0.08574
44.24365,0.08928
44.43655,0.08784
44.53807,0.08639
44.83249,0.08671
45.05584,0.08832
45.13706,0.08848
45.42132,0.08832
45.66497,0.08816
45.75635,0.08784
46.0203,0.09089
46.19289,0.08993
46.26396,0.08574
46.46701,0.09234
46.59898,0.08462
46.64975,0.08687
46.81218,0.0851
46.90355,0.08703
46.94416,0.08784
47.06599,0.09009
47.18782,0.09138
47.23858,0.08333
47.41117,0.09283
47.51269,0.08912
47.56345,0.0925
47.71574,0.0888
47.81726,0.08945
47.86802,0.09041
48.04061,0.08735
48.15228,0.08961
48.20305,0.08945
48.31472,0.09025
48.39594,0.09218
48.4467,0.08945
48.54822,0.09186
48.60914,0.08945
48.64975,0.08574
48.72081,0.08832
48.75127,0.0917
48.77157,0.08993
48.83249,0.08687
48.86294,0.08574
48.88325,0.08961
48.94416,0.08671
49.00508,0.09025
49.03553,0.09154
49.11675,0.08735
49.19797,0.08719
49.23858,0.08928
49.37056,0.08333
49.45178,0.08671
49.48223,0.09122
49.60406,0.08896
49.67513,0.09106
49.71574,0.08912
49.83756,0.09202
49.92893,0.09057
49.96954,0.09106
50.09137,0.08961
50.17259,0.08832
50.20305,0.08977
50.33503,0.09202
50.43655,0.09122
50.47716,0.09089
50.59898,0.08574
50.67005,0.08928
50.69036,0.09202
50.75127,0.09202
50.79188,0.088
50.81218,0.09025
50.8731,0.09202
50.92386,0.08784
50.96447,0.09266
51.07614,0.08655
51.13706,0.08671
51.16751,0.08558
51.23858,0.09283
51.29949,0.09234
51.32995,0.09331
51.44162,0.08816
51.51269,0.088
51.5533,0.0946
51.63452,0.09283
51.68528,0.09283
51.71574,0.08816
51.79695,0.088
51.86802,0.09154
51.90863,0.09218
52.01015,0.08961
52.11168,0.08977
52.16244,0.08623
52.33503,0.09331
52.47716,0.08816
52.54822,0.09025
52.76142,0.08912
52.91371,0.09106
