Sensor Position (Degrees),Light Intensity (Volts)
0.0,0.09411
0.0,0.09089
0.0,0.09621
0.0,0.09347
0.0,0.09669
0.0,0.09798
0.0,0.09685
0.0,0.08945
0.0,0.09605
0.0,0.09524
0.0,0.09283
0.0,0.09798
0.0,0.09444
0.0,0.09444
0.0,0.09476
0.0,0.09411
0.0,0.10007
0.0,0.08961
0.0,0.09331
0.0,0.09427
0.0,0.0925
0.0,0.09508
0.0,0.09572
0.0,0.09025
0.0,0.09669
0.0,0.09283
0.0,0.09347
0.0,0.09508
0.0,0.0917
0.0,0.09395
0.0,0.09637
0.0,0.09411
0.0,0.0917
0.0,0.0925
0.0,0.09556
0.0,0.09057
0.0,0.09669
0.0,0.08896
0.0,0.08945
0.0,0.09588
0.0,0.09685
0.0,0.09749
0.0,0.09476
0.0,0.09186
0.0,0.09283
0.0,0.09749
0.0,0.09572
0.0,0.09154
0.0,0.09492
0.0,0.09218
0.0,0.09299
0.0,0.0925
0.0,0.09605
0.0,0.09331
0.0,0.0925
0.0,0.09234
0.0,0.09605
0.0,0.09605
0.0,0.09202
0.0,0.0954
0.0,0.09669
0.0,0.09154
0.0,0.09621
0.0,0.09508
0.0,0.0925
0.0,0.09025
0.0,0.09427
0.0,0.09685
0.0,0.09186
0.0,0.09041
0.0,0.09202
0.0,0.09814
0.0,0.09492
0.0,0.0925
0.0,0.09444
0.0,0.09154
0.0,0.09202
0.0,0.09427
0.0,0.09411
0.0,0.09411
0.0,0.09025
0.0,0.09765
0.0,0.09572
0.0,0.09234
0.0,0.09685
0.0,0.09476
0.0,0.09186
0.0,0.09476
0.0,0.09234
0.0,0.09379
0.0,0.09315
0.0,0.09331
0.0,0.09427
0.0,0.09556
0.0,0.09041
0.0,0.09524
0.0,0.09073
0.0,0.09202
0.0,0.0925
0.0,0.09572
0.0,0.09218
0.0,0.09331
0.0,0.09138
0.0,0.0946
0.0,0.09347
0.0,0.09444
0.0,0.09427
0.0,0.09347
0.0,0.09266
0.0,0.0954
0.0,0.09283
0.0,0.09588
0.0,0.09234
0.0,0.09427
