Sensor Position (Degrees),Light Intensity (Volts)
0.0,0.03456
0.0,0.03343
0.0,0.02796
0.0,0.03166
0.0,0.03617
0.0,0.03311
0.0,0.03504
0.0,0.03585
0.0,0.03585
0.0,0.0381
0.0,0.02876
0.0,0.03649
0.0,0.03182
0.0,0.03343
0.0,0.03504
0.0,0.03424
0.0,0.03295
0.0,0.03086
0.0,0.03231
0.0,0.03311
0.0,0.03408
0.0,0.02989
0.0,0.03488
0.0,0.03295
0.0,0.03375
0.0,0.03263
0.0,0.02909
0.0,0.03053
0.0,0.03343
0.0,0.03552
0.0,0.03552
0.0,0.03359
0.0,0.03536
0.0,0.03375
0.0,0.03488
0.0,0.0344
0.0,0.03713
0.0,0.03601
0.0,0.03182
0.0,0.0344
0.0,0.03697
0.0,0.03311
0.0,0.03424
0.0,0.03053
0.0,0.03343
0.0,0.03295
0.0,0.0315
0.0,0.03569
0.0,0.03488
0.0,0.03359
0.0,0.03247
0.0,0.03359
0.0,0.03569
0.0,0.03086
0.0,0.0352
0.0,0.0352
0.0,0.03392
0.0,0.03166
0.0,0.03923
0.0,0.0344
0.0,0.03456
0.0,0.0389
0.0,0.03842
0.0,0.0352
0.0,0.03633
0.0,0.02909
0.0,0.03456
0.0,0.03536
0.0,0.03488
0.0,0.03134
0.0,0.03343
0.0,0.03488
0.0,0.0315
0.0,0.03424
0.0,0.03375
0.0,0.03166
0.0,0.03746
0.0,0.03343
0.0,0.03359
0.0,0.03231
0.0,0.03585
0.0,0.03263
0.0,0.03408
0.0,0.03295
0.0,0.0352
0.0,0.03311
0.0,0.0373
0.0,0.03214
0.0,0.03585
0.0,0.03375
0.0,0.03536
0.0,0.03375
0.0,0.03359
0.0,0.03552
0.0,0.03327
0.0,0.03456
0.0,0.03601
0.0,0.03295
0.0,0.03311
0.0,0.03375
0.0,0.03697
0.0,0.0352
0.0,0.03552
0.0,0.03037
0.0,0.0352
0.0,0.03086
0.0,0.03408
0.0,0.03617
0.0,0.03231
0.0,0.03617
0.0,0.03102
0.0,0.03536
0.0,0.03166
0.0,0.03327
0.0,0.03569
0.0,0.03408
0.0,0.0344
0.0,0.03601
0.0,0.03585
0.0,0.03585
0.0,0.03392
0.0,0.03327
0.0,0.03665
0.0,0.03874
0.0,0.03826
0.0,0.03713
0.0,0.03488
0.0,0.03472
0.0,0.0373
0.0,0.03118
0.0,0.03697
0.0,0.03617
0.0,0.03649
0.0,0.03536
0.0,0.03472
0.0,0.03005
0.0,0.03456
0.0,0.03005
0.0,0.0352
0.0,0.03665
0.0,0.0381
0.0,0.03697
0.0,0.0344
0.0,0.03021
0.0,0.03649
0.0,0.03456
0.0,0.03601
0.0,0.0344
0.0,0.0352
0.0,0.03327
0.0,0.03536
0.0,0.03536
0.0,0.03794
0.0,0.04051
0.0,0.04148
0.0,0.04051
0.0,0.0373
0.0,0.03649
0.0,0.03279
0.0,0.03569
0.0,0.03569
0.0,0.03231
0.0,0.03874
0.0,0.03713
0.0,0.03392
0.0,0.03939
0.0,0.0373
0.0,0.03778
0.0,0.03569
0.0,0.03697
0.0,0.03939
0.0,0.0381
0.0,0.04035
0.0,0.03746
0.0,0.03939
0.0,0.03504
0.0,0.03617
0.0,0.03504
0.0,0.0373
0.0,0.03762
0.0,0.03552
0.0,0.03762
0.0,0.03424
0.0,0.03858
0.0,0.03424
0.0,0.03472
