t,x,y
0.3191453,353.8877,-130.3007
0.3359424,355.5323,-123.3403
0.3527395,356.3302,-120.0261
0.3695366,355.9901,-120.2086
0.3863337,355.2846,-124.2189
0.4031309,352.8659,-132.2198
0.419928,348.9137,-144.3423
0.4367251,342.5276,-159.9032
0.4535222,335.0032,-179.4161
0.4703193,322.6848,-200.0237
0.4871165,308.1259,-223.6077
0.5039136,291.689,-249.4467
0.5207107,266.791,-274.7561
0.5375078,239.4925,-300.5917
0.5543049,207.4426,-324.4399
0.5711021,169.9813,-346.4981
0.5878992,128.8037,-364.7298
0.6046963,84.47564,-378.0492
0.6214934,37.30972,-385.9509
0.6382905,-10.83805,-388.0626
0.6550877,-59.09108,-384.1298
0.6718848,-105.6658,-374.2654
0.6886819,-150.2624,-359.035
0.705479,-189.9157,-339.2349
0.7222761,-224.3608,-317.0017
0.7390733,-252.3083,-294.0788
0.7558704,-277.6014,-269.3244
0.7726675,-298.563,-244.1601
0.7894646,-316.0645,-219.4432
0.8062617,-328.4534,-197.7944
0.8230589,-338.2604,-178.1126
0.839856,-345.9155,-161.0785
0.8566531,-351.0472,-146.9734
0.8734502,-354.8373,-135.7418
0.8902473,-356.9862,-127.9339
0.9070444,-357.3624,-124.847
0.9238416,-357.2706,-124.3844
0.9406387,-355.9464,-128.1272
0.9574358,-353.4879,-135.8416
0.9742329,-349.8774,-146.918
0.99103,-344.4787,-161.8758
1.007827,-336.8344,-179.9203
1.024624,-326.2497,-199.2098
1.041421,-312.3399,-222.0714
1.058219,-296.0929,-245.9703
1.075016,-275.2345,-270.4088
1.091813,-250.6404,-295.4357
1.10861,-220.8869,-319.1568
1.125407,-188.0455,-340.8394
1.142204,-150.6983,-359.6565
1.159001,-111.9939,-374.0933
1.175798,-69.34218,-384.7509
1.192595,-25.2551,-372.6912
1.209393,20.17603,-387.8633
1.22619,64.94364,-376.5034
1.242987,106.3245,-357.021
1.259784,146.8273,-343.1498
1.276581,184.2731,-323.3728
1.293378,217.661,-302.2743
1.310175,246.2,-279.9163
1.326972,271.0184,-256.1317
1.34377,297.5074,-236.3814
1.360567,313.2154,-211.5739
1.377364,334.6203,-195.0473
1.394161,338.6782,-171.374
1.410958,345.4034,-153.2871
1.427755,354.0585,-140.503
1.444552,357.2495,-129.7549
1.461349,360.4502,-123.3355
1.478147,360.7264,-119.5408
1.494944,360.173,-119.4851
1.511741,358.938,-123.5477
1.528538,356.5925,-131.6364
1.545335,350.2184,-141.939
1.562132,345.1194,-158.0805
1.578929,339.8533,-178.4978
1.595726,326.3213,-197.0974
1.612523,306.7604,-216.3711
1.629321,288.0093,-241.5497
1.646118,271.7295,-273.8582
1.662915,241.3613,-295.1559
1.679712,207.145,-312.2382
1.696509,173.3996,-341.4113
1.713306,134.2832,-361.9753
1.730103,90.15592,-375.724
1.7469,43.62185,-383.986
1.763698,-3.987146,-385.396
1.780495,-52.8948,-381.0423
1.797292,-98.84958,-373.7124
1.814089,-142.3613,-357.5649
1.830886,-182.9195,-339.6239
1.847683,-218.6196,-314.7616
1.86448,-249.5424,-292.9426
1.881277,-274.732,-270.1405
1.898074,-285.989,-236.9982
1.914872,-308.4103,-218.5885
1.931669,-321.2063,-196.7525
1.948466,-326.2095,-175.0285
1.965263,-344.1643,-163.8624
1.98206,-348.8157,-149.1249
1.998857,-347.7537,-137.3782
2.015654,-349.1607,-130.3401
2.032451,-348.1673,-126.4949
2.049249,-350.4925,-127.3375
2.066046,-350.8587,-132.4288
2.082843,-348.5148,-140.4005
2.09964,-341.1168,-149.9382
2.116437,-338.3603,-165.817
2.133234,-326.7028,-181.2202
2.150031,-310.9779,-198.3751
2.166828,-306.8916,-226.3946
2.183626,-288.665,-249.5709
2.200423,-267.1025,-272.0663
2.21722,-241.5678,-296.7358
2.234017,-212.2572,-319.7452
2.250814,-172.6859,-329.388
2.267611,-141.8048,-359.4781
2.284408,-101.2217,-373.3986
2.301205,-58.45226,-382.1045
2.318002,-14.16562,-387.1551
2.3348,29.63099,-384.7014
2.351597,73.06386,-372.3523
2.368394,114.0724,-355.3246
2.385191,156.3106,-353.7529
2.401988,193.1572,-332.8628
2.418785,220.359,-301.1746
2.435582,248.7933,-278.4354
2.452379,271.9814,-255.3423
2.469177,292.3536,-231.0367
2.485974,309.7582,-209.8355
2.502771,323.7243,-190.1212
2.519568,339.4833,-175.7128
2.536365,347.7024,-159.0917
2.553162,352.6121,-145.6048
2.569959,355.8534,-135.6513
2.586756,361.5896,-131.3798
2.603554,358.8557,-127.4742
2.620351,359.7786,-129.4391
2.637148,356.115,-133.5179
2.653945,351.2059,-141.8872
2.670742,346.4231,-154.2856
2.687539,340.4895,-170.4555
2.704336,334.4288,-190.7909
2.721133,321.5653,-211.4684
2.73793,295.5081,-226.9903
2.754728,279.2563,-253.3181
2.771525,256.1068,-279.0019
2.788322,229.8726,-308.5308
2.805119,198.5673,-331.7939
2.821916,159.989,-351.7798
2.838713,119.2449,-367.7308
2.85551,75.46259,-378.1162
2.872307,28.50149,-384.9952
2.889105,-18.90894,-384.6997
2.905902,-65.05838,-376.2347
2.922699,-109.7408,-368.2213
2.939496,-151.1966,-351.5996
2.956293,-185.7587,-326.1232
2.97309,-219.3048,-302.8708
2.989887,-244.6445,-280.9354
3.006684,-268.4808,-255.6414
3.023481,-294.0796,-239.9784
3.040279,-309.7829,-217.3722
3.057076,-322.5669,-197.3718
3.073873,-330.571,-178.5944
3.09067,-335.1907,-162.2741
3.107467,-335.7939,-148.3425
3.124264,-349.3997,-143.2778
3.141061,-348.926,-137.1858
3.157858,-348.3836,-135.4521
3.174656,-348.2575,-137.1812
3.191453,-348.7464,-143.2404
3.20825,-345.8785,-152.3532
3.225047,-342.0391,-164.6005
3.241844,-334.7609,-180.3666
3.258641,-323.9363,-198.0667
3.275438,-312.7298,-219.2467
3.292235,-295.6716,-240.6345
3.309033,-276.6916,-263.6253
3.32583,-253.2385,-286.5731
3.342627,-226.2755,-308.8872
3.359424,-195.4353,-331.661
3.376221,-160.495,-349.8731
3.393018,-123.1107,-364.4575
3.409815,-82.14895,-377.3062
3.426612,-38.63201,-384.9629
3.443409,5.159273,-383.9153
3.460207,49.00973,-383.4019
3.477004,91.71222,-375.6148
3.493801,130.7419,-351.061
3.510598,167.1863,-333.4286
3.527395,201.1827,-314.5865
3.544192,231.1034,-292.9334
3.560989,258.9111,-273.1243
3.577786,284.9399,-253.4361
3.594584,305.6153,-232.3567
3.611381,311.48,-203.863
3.628178,328.6211,-189.1152
3.644975,339.006,-172.4646
3.661772,346.1853,-158.0589
3.678569,352.1868,-147.845
3.695366,354.9961,-139.697
3.712163,356.5687,-135.7126
3.728961,357.1711,-135.4685
3.745758,354.7384,-137.8033
3.762555,354.1386,-145.7462
3.779352,349.7601,-155.9402
3.796149,343.674,-170.1282
3.812946,334.6567,-186.6183
3.829743,322.6476,-205.2302
3.84654,300.1018,-220.6739
3.863337,288.561,-249.3674
3.880135,268.0677,-276.2779
3.896932,241.3926,-300.0235
3.913729,210.4198,-322.0727
3.930526,174.6703,-342.785
3.947323,135.5278,-361.2014
3.96412,93.30854,-375.2061
3.980917,47.62416,-383.0055
3.997714,0.8177772,-385.2438
4.014512,-44.67053,-379.9563
4.031309,-90.36057,-373.9149
4.048106,-133.5302,-358.9873
4.064903,-168.3106,-334.1182
4.0817,-201.4551,-311.8254
4.098497,-228.9567,-289.2501
4.115294,-253.8199,-268.5649
4.132091,-284.1113,-254.8188
4.148888,-301.2387,-232.571
4.165686,-314.3784,-211.5147
4.182483,-327.7943,-194.4744
4.19928,-336.5741,-178.5242
4.216077,-337.3794,-162.8602
4.232874,-343.2107,-153.0001
4.249671,-347.7864,-147.0179
4.266468,-347.2709,-143.427
4.283265,-345.4619,-143.2461
4.300063,-348.4773,-148.4557
4.31686,-345.5683,-156.2638
4.333657,-340.0849,-167.1145
4.350454,-331.8629,-180.4886
4.367251,-314.6769,-192.8041
4.384048,-312.2733,-216.2557
4.400845,-299.1263,-238.4837
4.417642,-280.9609,-261.3609
4.43444,-259.0476,-283.8771
4.451237,-233.2578,-305.6797
4.468034,-211.685,-317.003
4.484831,-181.8258,-331.0184
4.501628,-148.3964,-354.3382
4.518425,-107.2922,-370.3272
4.535222,-64.81344,-376.9544
4.552019,-24.75367,-371.0942
4.568816,20.65136,-384.6493
4.585614,61.70474,-380.4694
