t,x,y
15.32818,-255.7351,-196.0776
15.3615,-248.5274,-207.6613
15.39482,-234.2397,-227.8599
15.42814,-208.4629,-251.5827
15.46146,-173.9874,-278.1052
15.49479,-131.8244,-304.3052
15.52811,-80.7433,-321.5088
15.56143,-28.36431,-336.3792
15.59475,33.64189,-333.9542
15.62807,91.52319,-318.1735
15.6614,147.268,-301.7515
15.69472,194.3227,-274.5912
15.72804,230.1347,-241.5837
15.76136,259.1543,-218.8491
15.79469,259.3681,-213.8269
15.82801,261.0044,-195.4451
15.86133,269.8087,-199.5566
15.89465,264.5684,-207.3751
15.92797,243.9961,-215.83
15.9613,228.7074,-245.5205
15.99462,197.2547,-271.5902
16.02794,155.1181,-297.5433
16.06126,102.7977,-317.9276
16.09458,44.4318,-330.1101
16.12791,-21.87708,-334.3882
16.16123,-81.21942,-324.8269
16.19455,-142.8519,-302.0654
16.22787,-191.9105,-272.1867
16.2612,-227.135,-242.0258
16.29452,-228.5803,-229.5586
16.32784,-257.3834,-203.1346
16.36116,-261.3104,-189.1394
16.39448,-264.3859,-187.0566
16.42781,-258.6031,-192.9699
16.46113,-251.9019,-212.621
16.49445,-225.4768,-230.3632
16.52777,-196.8953,-258.2476
16.56109,-158.9218,-292.0676
16.59442,-109.5542,-309.757
16.62774,-55.1763,-324.3593
16.66106,1.69611,-329.5893
16.69438,62.86747,-322.4565
16.7277,115.3709,-308.4543
16.76103,165.2776,-288.2006
16.79435,202.3506,-266.7461
16.82767,230.7833,-243.4471
16.86099,251.1657,-222.6247
16.89432,263.8319,-207.8956
16.92764,268.9211,-201.2259
16.96096,265.2307,-202.9594
16.99428,255.4692,-214.8931
17.0276,237.86,-235.2081
17.06093,211.301,-258.6768
17.09425,173.0433,-282.9809
17.12757,125.9334,-304.8683
17.16089,71.47262,-322.3611
17.19421,9.485372,-329.7053
17.22754,-51.48861,-325.7014
17.26086,-110.9234,-315.4084
17.29418,-154.4092,-294.6489
17.3275,-194.3717,-270.6461
17.36083,-223.2436,-244.9017
17.39415,-239.6475,-221.1387
17.42747,-249.7183,-205.3376
17.46079,-254.6941,-198.9021
17.49411,-252.8598,-201.9398
17.52744,-245.6673,-215.0303
17.56076,-227.0649,-232.8823
17.59408,-201.791,-257.1109
17.6274,-169.9539,-284.8964
17.66072,-125.6649,-306.9457
17.69405,-74.83099,-320.4358
17.72737,-17.83103,-331.6673
17.76069,38.06024,-327.6066
17.79401,94.22996,-315.8814
17.82733,147.1366,-295.8999
17.86066,192.8424,-272.1574
17.89398,229.0278,-246.6772
17.9273,242.3426,-232.592
17.96062,256.9069,-215.3957
17.99395,258.1645,-199.2766
18.02727,263.9816,-203.2574
18.06059,256.8986,-211.1829
18.09391,242.8075,-228.5589
18.12723,220.9172,-252.0371
18.16056,185.3722,-271.9565
18.19388,143.2491,-297.211
18.2272,91.81542,-317.5981
