t,x,y
14.86159,-76.23886,-354.4807
14.89491,-153.9964,-341.467
14.92823,-204.7307,-313.804
14.96155,-246.2116,-272.8132
14.99487,-273.1273,-232.6647
15.0282,-294.0737,-203.8355
15.06152,-318.5733,-190.6922
15.09484,-322.3431,-182.6698
15.12816,-317.7446,-186.4606
15.16148,-298.5252,-198.535
15.19481,-280.9889,-226.0851
15.22813,-258.771,-266.3293
15.26145,-208.485,-294.5186
15.29477,-158.4159,-334.6399
15.32809,-106.4163,-358.1896
15.36141,-26.2388,-372.0924
15.39474,39.45167,-370.2351
15.42806,112.4922,-340.5075
15.46138,177.6368,-309.9796
15.4947,223.1836,-294.2042
15.52802,265.6485,-239.3776
15.56135,296.6151,-215.1958
15.59467,311.337,-192.6695
15.62799,311.0659,-192.2348
15.66131,311.2691,-191.4353
15.69463,305.0311,-201.8855
15.72796,289.6784,-224.1217
15.76128,266.5919,-253.4912
15.7946,220.5518,-280.3082
15.82792,176.6986,-310.4243
15.86124,112.1593,-339.8728
15.89457,41.09665,-356.6283
15.92789,-47.96058,-358.6667
15.96121,-117.7465,-345.8934
15.99453,-164.72,-322.2609
16.02785,-214.3443,-286.903
16.06118,-254.7268,-254.1882
16.0945,-285.7788,-224.4161
16.12782,-310.7107,-204.4656
16.16114,-320.1431,-190.4322
16.19446,-320.7117,-188.3647
16.22779,-314.0562,-198.7337
16.26111,-298.4104,-220.481
16.29443,-265.9178,-244.2935
16.32775,-231.703,-280.4975
16.36107,-182.4627,-312.2823
16.3944,-128.125,-350.5816
16.42772,-69.79286,-366.2888
16.46104,4.930966,-365.5446
16.49436,69.45743,-351.644
16.52768,146.0495,-331.7547
16.561,203.6944,-303.7947
16.59433,251.1103,-270.0091
16.62765,282.6312,-233.5173
16.66097,302.5313,-206.684
16.69429,304.643,-202.03
16.72761,308.7813,-195.4088
16.76094,306.1853,-199.6673
16.79426,295.1875,-216.1252
16.82758,271.6707,-240.4529
16.8609,239.9325,-270.0735
16.89422,193.7378,-298.8671
16.92755,140.1997,-330.5799
16.96087,73.89213,-350.7397
16.99419,1.666667,-359.9103
17.02751,-71.41704,-362.0541
17.06083,-133.5078,-338.2222
17.09416,-191.8193,-310.2714
17.12748,-240.7395,-279.2296
17.1608,-276.411,-246.4709
17.19412,-300.444,-218.5723
17.22744,-307.2393,-196.5255
17.26077,-318.5013,-192.4576
17.29409,-313.9067,-196.3628
17.32741,-302.7651,-212.3332
17.36073,-276.5575,-234.4643
17.39405,-252.4015,-272.6196
17.42738,-202.599,-298.5508
17.4607,-153.4432,-336.3542
17.49402,-98.64423,-360.4059
17.52734,-23.70529,-364.7803
17.56066,43.39663,-370.0627
17.59398,112.4375,-340.7297
17.62731,177.4304,-320.6692
17.66063,220.4342,-296.9436
17.69395,267.6076,-252.0441
17.72727,285.4507,-214.8173
17.76059,298.172,-212.4715
17.79392,305.1926,-200.7519
17.82724,305.2577,-200.3876
17.86056,298.4883,-211.1284
17.89388,282.4196,-233.7796
17.9272,257.0923,-262.8375
17.96053,215.3157,-292.7219
17.99385,162.5114,-317.8713
18.02717,103.5618,-350.9603
18.06049,30.95309,-364.5873
18.09381,-49.58361,-357.6318
18.12714,-120.0798,-352.1289
18.16046,-167.4708,-324.4154
18.19378,-215.0513,-288.8531
18.2271,-254.188,-256.5789
18.26042,-289.895,-232.3225
18.29375,-293.8865,-202.1469
18.32707,-311.5811,-196.4096
18.36039,-311.9547,-196.1956
18.39371,-305.9074,-208.2741
18.42703,-288.7114,-230.3494
18.46036,-260.523,-258.438
18.49368,-221.2571,-290.7131
18.527,-174.9048,-326.2202
18.56032,-111.1918,-342.8834
18.59364,-54.43863,-368.4836
18.62697,16.24776,-359.8973
18.66029,88.4657,-348.1156
18.69361,144.9326,-342.159
18.72693,206.6047,-301.122
18.76025,251.4209,-269.0364
18.79357,282.1893,-235.0612
18.8269,300.4004,-210.3062
18.86022,301.4865,-208.1441
18.89354,304.1096,-203.2739
18.92686,299.5827,-210.208
18.96018,286.6642,-228.2818
18.99351,266.3069,-254.2549
19.02683,223.4409,-276.4555
19.06015,184.4971,-318.0981
19.09347,126.0215,-348.403
19.12679,55.99548,-354.271
19.16012,-18.09788,-372.0448
19.19344,-89.19553,-360.2997
19.22676,-142.6736,-332.5219
19.26008,-204.4777,-312.3592
19.2934,-238.4523,-269.6911
19.32673,-268.1921,-238.7729
19.36005,-286.5706,-212.369
19.39337,-311.124,-205.4083
19.42669,-312.8857,-200.3785
19.46001,-309.2024,-208.3742
19.49334,-292.2259,-224.643
19.52666,-266.1673,-248.7255
19.55998,-229.7918,-276.4393
19.5933,-186.3673,-309.8338
19.62662,-135.9374,-344.1788
19.65995,-76.6768,-365.6611
19.69327,-6.521452,-362.9762
19.72659,53.93317,-354.9324
19.75991,122.6964,-336.6087
19.79323,183.4234,-322.1728
19.82656,224.8128,-289.0366
19.85988,271.1774,-248.5266
19.8932,292.278,-220.9012
19.92652,295.9804,-214.3679
19.95984,301.0056,-207.2397
19.99316,299.1885,-210.4473
20.02649,289.0967,-224.8957
20.05981,269.6167,-248.5649
20.09313,235.1705,-272.7028
20.12645,191.7209,-300.3081
20.15977,139.3639,-331.1226
20.1931,75.63042,-350.1135
20.22642,3.786636,-369.9917
20.25974,-66.86006,-358.4545
20.29306,-141.3377,-332.6418
20.32638,-208.2338,-310.0249
20.35971,-234.636,-291.3866
20.39303,-269.0635,-258.8383
20.42635,-292.2722,-230.5804
20.45967,-306.5931,-212.3488
20.49299,-311.6731,-204.6023
20.52632,-309.0469,-208.6303
20.55964,-286.9754,-216.2103
20.59296,-278.1408,-248.5596
20.62628,-248.5,-259.5
20.6596,-209.4166,-291.722
20.69293,-157.4784,-322.8843
20.72625,-102.5,-353.5
20.75957,-25.51054,-358.9512
20.79289,41.72561,-367.3807
20.82621,100.9917,-343.6631
20.85954,173.2113,-326.2887
20.89286,220.5575,-295.1644
20.92618,261.078,-259.2818
20.9595,285.2245,-231.1228
20.99282,291.4197,-222.5109
21.02614,299.2669,-211.7133
21.05947,299.1749,-211.8334
21.09279,291.0634,-223.0968
21.12611,273.6553,-245.0731
21.15943,247.3643,-273.2783
21.19275,205.078,-299.7369
21.22608,158.3245,-319.5862
21.2594,91.66325,-349.3397
21.29272,22.06937,-364.98
21.32604,-50.39853,-365.287
21.35936,-122.6425,-344.9655
21.39269,-172.4465,-332.1128
21.42601,-221.9583,-301.1025
21.45933,-256.6923,-266.4616
21.49265,-286.3458,-240.3791
21.52597,-302.4519,-219.2629
21.5593,-309.1738,-209.2289
21.59262,-308.465,-210.3743
21.62594,-286.3243,-214.5353
21.65926,-281.4571,-244.6227
21.69258,-248.5163,-255.9793
21.72591,-214.5894,-302.4266
21.75923,-161.1233,-321.9624
21.79255,-108.3435,-343.6142
21.82587,-48.57171,-357.6154
21.85919,26.39927,-359.1183
21.89252,87.26538,-347.5761
21.92584,151.7376,-322.9574
21.95916,205.2064,-299.8089
21.99248,249.8634,-269.6068
22.0258,277.3419,-238.9989
22.05913,295.3646,-218.0508
22.09245,296.2096,-216.0423
22.12577,297.3447,-214.5135
22.15909,291.2773,-222.9193
22.19241,276.4977,-242.0448
22.22573,251.9908,-268.651
22.25906,213.5187,-296.0329
22.29238,166.757,-316.6426
22.3257,101.6355,-344.3013
22.35902,33.80198,-363.8062
22.39234,-24.37814,-363.4744
22.42567,-100.7203,-356.3176
22.45899,-158.8462,-338.1953
22.49231,-206.5851,-304.3632
22.52563,-249.8601,-276.1889
22.55895,-278.5523,-247.4035
22.59228,-297.1536,-225.7947
22.6256,-306.2204,-213.6705
22.65892,-306.6169,-212.6048
22.69224,-298.6507,-222.5782
22.72556,-280.0279,-240.9317
22.75889,-256.6077,-269.2926
22.79221,-212.4895,-290.7371
22.82553,-172.8394,-331.116
22.85885,-112.6468,-351.213
22.89217,-55.24132,-367.5957
22.9255,19.25383,-366.0402
22.95882,77.88852,-359.6621
22.99214,143.8049,-337.3282
23.02546,198.694,-311.3081
23.05878,232.4649,-285.6376
23.09211,271.8281,-245.0363
23.12543,282.0355,-235.2377
23.15875,292.3488,-221.6626
23.19207,294.5927,-218.0017
23.22539,289.4947,-224.9866
23.25871,275.935,-242.5031
23.29204,252.6565,-268.3756
23.32536,216.9698,-296.2008
23.35868,165.2713,-318.7167
23.392,110.4353,-346.3127
23.42532,42.87028,-357.4271
23.45865,-19.63514,-360.7628
23.49197,-99.78266,-358.0588
23.52529,-167.2175,-332.288
23.55861,-222.5142,-299.7459
23.59193,-263.1228,-265.8311
23.62526,-290.2887,-236.2152
23.65858,-295.1185,-231.0784
23.6919,-304.4494,-218.1379
23.72522,-306.356,-215.5885
23.75854,-300.1789,-224.4013
23.79187,-285.2073,-243.2972
23.82519,-261.0098,-269.4107
23.85851,-226.0638,-299.4515
23.89183,-180.1562,-329.2662
23.92515,-130.0086,-351.4133
23.95848,-68.25319,-367.465
23.9918,-0.5884956,-373.1155
24.02512,66.82298,-352.0593
24.05844,132.8107,-345.5934
24.09176,187.5422,-319.4265
24.12509,227.6565,-290.7862
24.15841,249.4541,-256.3501
24.19173,277.1752,-240.5155
24.22505,282.8996,-222.2502
24.25837,291.208,-221.1276
24.2917,287.141,-227.1307
24.32502,274.0586,-243.5782
24.35834,243.1242,-259.8622
24.39166,217.3821,-295.7552
24.42498,169.3083,-319.7808
24.4583,113.2938,-347.9729
24.49163,52.35135,-365.7184
24.52495,-12.64748,-359.7311
24.55827,-78.36222,-350.7299
24.59159,-161.2285,-335.7998
24.62491,-208.6993,-292.6965
24.65824,-258.2684,-270.4291
24.69156,-286.2344,-241.3948
24.72488,-290.8459,-236.2066
24.7582,-301.5028,-221.9688
24.79152,-304.0105,-218.453
24.82485,-298.3214,-226.3704
24.85817,-284.2038,-244.2368
24.89149,-260.4385,-269.7682
24.92481,-226.3712,-298.863
24.95813,-182.1304,-327.5791
24.99146,-126.4862,-352.0778
25.02478,-70.52004,-363.5366
25.0581,-4.003927,-358.8064
25.09142,64.51415,-364.4693
25.12474,126.726,-337.4838
25.15807,185.2931,-320.2644
25.19139,225.5268,-280.5526
25.22471,263.2934,-256.6711
25.25803,283.3094,-232.8141
25.29135,286.6415,-229.1865
25.32468,290.229,-224.0209
25.358,286.3075,-229.2182
25.39132,274.1958,-244.9731
25.42464,252.7905,-268.0578
25.45796,220.2443,-296.311
25.49129,178.615,-324.1717
25.52461,121.3631,-337.606
25.55793,58.65239,-364.1542
25.59125,-19.45035,-359.6028
25.62457,-80.38182,-359.6549
25.65789,-139.0131,-346.2002
25.69122,-192.0475,-320.9622
25.72454,-233.431,-290.6259
25.75786,-257.7481,-256.2632
25.79118,-283.6831,-238.4942
25.8245,-295.3169,-224.6762
25.85783,-297.406,-220.5707
25.89115,-281.5497,-220.4612
25.92447,-278.2712,-244.5469
25.95779,-256.7924,-270.3526
25.99111,-213.5414,-288.6991
26.02444,-171.5994,-318.3591
26.05776,-123.0885,-352.3975
26.09108,-66.83333,-366.4598
26.1244,-1.918539,-359.5476
26.15772,64.85637,-358.3517
26.19105,125.8708,-334.6198
26.22437,184.5671,-317.6923
26.25769,222.3416,-279.4594
26.29101,261.1177,-259.4667
26.32433,281.3521,-236.3491
26.35766,283.7614,-232.551
26.39098,279.4003,-222.5628
26.4243,283.3651,-232.4
26.45762,271.618,-247.3364
26.49094,249.9537,-270.015
26.52427,217.7866,-297.0392
26.55759,173.4587,-318.8219
26.59091,119.2338,-336.7952
26.62423,55.56643,-354.2241
26.65755,-18.97175,-358.7666
26.69087,-76.85714,-361.0734
26.7242,-154.3586,-334.3789
26.75752,-208.5763,-304.479
26.79084,-251.5284,-275.4878
26.82416,-264.05,-264.977
26.85748,-285.0854,-242.425
26.89081,-296.1135,-228.6422
26.92413,-298.2844,-224.9529
26.95745,-293.2874,-232.257
26.99077,-279.0462,-249.5682
27.02409,-255.6736,-273.7837
27.05742,-221.1131,-301.7818
27.09074,-176.4306,-329.8492
27.12406,-122.7232,-353.3153
27.15738,-66.7691,-365.2762
27.1907,-0.3056911,-358.9234
27.22403,65.33702,-364.4071
27.25735,129.5128,-347.6647
27.29067,183.7732,-321.4422
27.32399,221.815,-282.0515
27.35731,259.073,-262.35
27.39064,279.2392,-238.7382
27.42396,282.1083,-235.4413
27.45728,277.5366,-225.5865
27.4906,281.4531,-235.5355
27.52392,269.3026,-250.3911
27.55725,247.0276,-273.0963
27.59057,215.4046,-299.8841
27.62389,171.5477,-325.4917
27.65721,113.4969,-339.7078
27.69053,53.56267,-354.8907
27.72386,-14.52817,-361.8939
27.75718,-82.85349,-349.9917
27.7905,-140.3635,-345.8713
27.82382,-191.3738,-321.3233
27.85714,-232.5326,-292.5786
27.89046,-262.7301,-265.4207
27.92379,-283.046,-244.3479
27.95711,-293.423,-231.2467
27.99043,-295.6796,-228.2531
28.02375,-289.6593,-236.3287
28.05707,-275.2054,-254.0161
28.0904,-250.5191,-278.2046
28.12372,-215.8103,-306.3101
28.15704,-169.7574,-334.1948
28.19036,-114.9882,-356.0905
28.22368,-53.70894,-370.0507
28.25701,4.720301,-373.1682
28.29033,71.55854,-364.9406
28.32365,130.1612,-334.651
28.35697,186.0819,-320.1686
28.39029,225.4264,-287.2519
28.42362,258.5833,-263.3069
28.45694,278.1893,-240.7598
28.49026,280.4517,-237.6816
28.52358,283.3353,-233.844
28.5569,278.6019,-239.6514
28.59023,265.7669,-254.8062
28.62355,242.7081,-277.3618
