 mass A  
t x y 
1.007192E2 -8.610183E1 -5.122502E2
1.007526E2 -4.312360E1 -5.183917E2
1.007861E2 9.270861E-1 -5.205134E2
1.008195E2 4.717543E1 -5.185628E2
1.008529E2 9.117719E1 -5.109098E2
1.008863E2 1.332673E2 -5.008704E2
1.009197E2 1.727056E2 -4.888805E2
1.009531E2 2.079477E2 -4.782766E2
1.009866E2 2.389307E2 -4.606631E2
1.010200E2 2.650003E2 -4.510512E2
1.010534E2 2.779267E2 -4.442147E2
1.010868E2 2.904582E2 -4.365785E2
1.011202E2 2.967997E2 -4.320501E2
1.011537E2 2.981561E2 -4.315140E2
1.011871E2 2.932585E2 -4.342517E2
1.012205E2 2.801717E2 -4.386649E2
1.012539E2 2.639120E2 -4.485359E2
1.012873E2 2.394153E2 -4.593732E2
1.013207E2 2.095059E2 -4.745746E2
1.013542E2 1.752910E2 -4.882867E2
1.013876E2 1.358755E2 -5.007371E2
1.014210E2 9.342948E1 -5.107754E2
1.014544E2 4.751871E1 -5.168880E2
1.014878E2 -1.211981E-1 -5.224421E2
1.015212E2 -4.487487E1 -5.182911E2
1.015547E2 -8.984930E1 -5.128247E2
1.015881E2 -1.326289E2 -5.064139E2
1.016215E2 -1.705473E2 -4.949556E2
1.016549E2 -2.037723E2 -4.820620E2
1.016883E2 -2.313379E2 -4.693236E2
1.017217E2 -2.531801E2 -4.562890E2
1.017552E2 -2.697027E2 -4.456004E2
1.017886E2 -2.815042E2 -4.386933E2
1.018220E2 -2.859348E2 -4.322781E2
1.018554E2 -2.855573E2 -4.317428E2
1.018888E2 -2.806132E2 -4.345763E2
1.019222E2 -2.719933E2 -4.431597E2
1.019557E2 -2.553962E2 -4.539332E2
1.019891E2 -2.329844E2 -4.642588E2
1.020225E2 -2.055828E2 -4.768601E2
1.020559E2 -1.738384E2 -4.888684E2
1.020893E2 -1.387238E2 -5.008469E2
1.021227E2 -9.983031E1 -5.103649E2
1.021562E2 -5.667245E1 -5.168300E2
1.021896E2 -1.333586E1 -5.189466E2
1.022230E2 3.149500E1 -5.185670E2
1.022564E2 7.561870E1 -5.142649E2
1.022898E2 1.184580E2 -5.064633E2
1.023232E2 1.581039E2 -4.934076E2
1.023567E2 1.940687E2 -4.808519E2
1.023901E2 2.259322E2 -4.666331E2
1.024235E2 2.534841E2 -4.517184E2
1.024569E2 2.743185E2 -4.406016E2
1.024903E2 2.844254E2 -4.358534E2
1.025238E2 2.946464E2 -4.339021E2
1.025572E2 2.968931E2 -4.320443E2
1.025906E2 2.913992E2 -4.300334E2
1.026240E2 2.818562E2 -4.366301E2
1.026574E2 2.666377E2 -4.448306E2
1.026908E2 2.450459E2 -4.566815E2
1.027243E2 2.167916E2 -4.702631E2
1.027577E2 1.842049E2 -4.842039E2
1.027911E2 1.474197E2 -5.013433E2
1.028245E2 1.054084E2 -5.078308E2
1.028579E2 6.146762E1 -5.149233E2
1.028913E2 1.531575E1 -5.188443E2
1.029248E2 -3.123170E1 -5.187926E2
1.029582E2 -7.597465E1 -5.146281E2
1.029916E2 -1.182343E2 -5.065480E2
1.030250E2 -1.581301E2 -4.990704E2
1.030584E2 -1.922274E2 -4.864378E2
1.030918E2 -2.210276E2 -4.722631E2
1.031253E2 -2.438091E2 -4.594392E2
1.031587E2 -2.621860E2 -4.480484E2
1.031921E2 -2.738156E2 -4.386194E2
1.032255E2 -2.813079E2 -4.339393E2
1.032589E2 -2.841048E2 -4.321169E2
1.032923E2 -2.797021E2 -4.338476E2
1.033258E2 -2.717454E2 -4.405541E2
1.033592E2 -2.591257E2 -4.510738E2
1.033926E2 -2.371292E2 -4.604241E2
1.034260E2 -2.121794E2 -4.730674E2
1.034594E2 -1.824546E2 -4.863491E2
1.034928E2 -1.480256E2 -4.978671E2
1.035263E2 -1.116403E2 -5.096978E2
1.035597E2 -6.996296E1 -5.164859E2
1.035931E2 -2.612143E1 -5.189143E2
1.036265E2 1.840816E1 -5.210175E2
1.036599E2 6.311348E1 -5.149121E2
1.036934E2 1.059499E2 -5.083599E2
1.037268E2 1.472674E2 -4.991207E2
1.037602E2 1.836497E2 -4.859688E2
1.037936E2 2.156494E2 -4.709527E2
1.038270E2 2.449908E2 -4.584361E2
1.038604E2 2.668986E2 -4.457889E2
1.038939E2 2.816472E2 -4.415417E2
1.039273E2 2.912174E2 -4.359635E2
1.039607E2 2.941162E2 -4.335993E2
1.039941E2 2.931248E2 -4.349948E2
1.040275E2 2.827467E2 -4.354306E2
1.040609E2 2.694072E2 -4.433655E2
1.040944E2 2.497043E2 -4.547139E2
1.041278E2 2.228647E2 -4.672670E2
1.041612E2 1.923236E2 -4.815254E2
1.041946E2 1.564337E2 -4.944335E2
1.042280E2 1.162741E2 -5.048743E2
1.042614E2 7.341260E1 -5.144894E2
1.042949E2 2.804375E1 -5.188102E2
1.043283E2 -1.652275E1 -5.188976E2
1.043617E2 -6.267624E1 -5.169110E2
1.043951E2 -1.058398E2 -5.101103E2
1.044285E2 -1.457593E2 -5.025229E2
1.044619E2 -1.815026E2 -4.905663E2
1.044954E2 -2.118883E2 -4.778318E2
1.045288E2 -2.375096E2 -4.653657E2
1.045622E2 -2.567965E2 -4.536123E2
1.045956E2 -2.697343E2 -4.425021E2
1.046290E2 -2.788054E2 -4.364520E2
1.046624E2 -2.817967E2 -4.335158E2
1.046959E2 -2.817562E2 -4.365140E2
1.047293E2 -2.736513E2 -4.405459E2
1.047627E2 -2.620091E2 -4.490993E2
1.047961E2 -2.436826E2 -4.606353E2
1.048295E2 -2.197397E2 -4.724847E2
1.048630E2 -1.908003E2 -4.841697E2
1.048964E2 -1.578457E2 -4.950360E2
1.049298E2 -1.217140E2 -5.061230E2
1.049632E2 -8.091860E1 -5.145189E2
1.049966E2 -3.837809E1 -5.187856E2
1.050300E2 5.126608E0 -5.189325E2
1.050635E2 5.086321E1 -5.169089E2
1.050969E2 9.381197E1 -5.104594E2
1.051303E2 1.346418E2 -5.004796E2
1.051637E2 1.730169E2 -4.887227E2
1.051971E2 2.068390E2 -4.748453E2
1.052305E2 2.353427E2 -4.609054E2
1.052640E2 2.602952E2 -4.511845E2
1.052974E2 2.743943E2 -4.462982E2
1.053308E2 2.818438E2 -4.346116E2
1.053642E2 2.919225E2 -4.351149E2
1.053976E2 2.920829E2 -4.356551E2
1.054310E2 2.862525E2 -4.389773E2
1.054645E2 2.742708E2 -4.450893E2
1.054979E2 2.551474E2 -4.556474E2
1.055313E2 2.284929E2 -4.648943E2
1.055647E2 1.988444E2 -4.783702E2
1.055981E2 1.650777E2 -4.907848E2
1.056315E2 1.264265E2 -5.027292E2
1.056650E2 8.407369E1 -5.121967E2
1.056984E2 3.968798E1 -5.183665E2
1.057318E2 -5.174130E0 -5.203783E2
1.057652E2 -5.061778E1 -5.183422E2
1.057986E2 -9.385301E1 -5.140059E2
1.058320E2 -1.338316E2 -5.045611E2
1.058655E2 -1.713547E2 -4.946108E2
1.058989E2 -2.019216E2 -4.810865E2
1.059323E2 -2.279194E2 -4.683684E2
1.059657E2 -2.507020E2 -4.582205E2
1.059991E2 -2.666555E2 -4.484533E2
1.060326E2 -2.761621E2 -4.400980E2
1.060660E2 -2.797980E2 -4.353615E2
1.060994E2 -2.795746E2 -4.357013E2
1.061328E2 -2.739121E2 -4.392591E2
1.061662E2 -2.635893E2 -4.476503E2
1.061996E2 -2.465598E2 -4.577877E2
1.062331E2 -2.237731E2 -4.677515E2
1.062665E2 -1.988186E2 -4.822701E2
1.062999E2 -1.669697E2 -4.945049E2
1.063333E2 -1.297837E2 -5.028217E2
1.063667E2 -9.085131E1 -5.118068E2
1.064001E2 -4.876792E1 -5.174523E2
1.064336E2 -4.818831E0 -5.195193E2
1.064670E2 3.884236E1 -5.180455E2
1.065004E2 8.293341E1 -5.151731E2
1.065338E2 1.236265E2 -5.028879E2
1.065672E2 1.614283E2 -4.924523E2
1.066006E2 1.961172E2 -4.789264E2
1.066341E2 2.263273E2 -4.665885E2
1.066675E2 2.511766E2 -4.528330E2
1.067009E2 2.719075E2 -4.447395E2
1.067343E2 2.832703E2 -4.413399E2
1.067677E2 2.888739E2 -4.372404E2
1.068011E2 2.910577E2 -4.362843E2
1.068346E2 2.868699E2 -4.389619E2
1.068680E2 2.751097E2 -4.421052E2
1.069014E2 2.575795E2 -4.497610E2
1.069348E2 2.346108E2 -4.616118E2
1.069682E2 2.053801E2 -4.749483E2
1.070016E2 1.728265E2 -4.883890E2
1.070351E2 1.355524E2 -5.006694E2
1.070685E2 9.410913E1 -5.100369E2
1.071019E2 5.033162E1 -5.167957E2
1.071353E2 4.049353E0 -5.209988E2
1.071687E2 -3.962189E1 -5.195542E2
1.072022E2 -8.280854E1 -5.143077E2
1.072356E2 -1.237634E2 -5.082034E2
1.072690E2 -1.608812E2 -4.976557E2
1.073024E2 -1.935562E2 -4.859509E2
1.073358E2 -2.210858E2 -4.730866E2
1.073692E2 -2.437108E2 -4.616393E2
1.074027E2 -2.602029E2 -4.499795E2
1.074361E2 -2.704636E2 -4.417261E2
1.074695E2 -2.770797E2 -4.369917E2
1.075029E2 -2.791319E2 -4.370599E2
1.075363E2 -2.738992E2 -4.393377E2
1.075697E2 -2.649298E2 -4.461743E2
1.076032E2 -2.497586E2 -4.553675E2
1.076366E2 -2.289642E2 -4.662537E2
1.076700E2 -2.030111E2 -4.784152E2
1.077034E2 -1.728962E2 -4.900937E2
1.077368E2 -1.376766E2 -5.007811E2
1.077702E2 -9.990375E1 -5.103305E2
1.078037E2 -5.856346E1 -5.169026E2
1.078371E2 -1.471593E1 -5.194256E2
1.078705E2 2.847440E1 -5.188494E2
1.079039E2 7.140510E1 -5.135265E2
1.079373E2 1.127064E2 -5.063952E2
1.079707E2 1.515768E2 -4.958534E2
1.080042E2 1.868307E2 -4.865198E2
1.080376E2 2.172219E2 -4.706294E2
1.080710E2 2.447356E2 -4.587090E2
1.081044E2 2.644246E2 -4.459448E2
1.081378E2 2.787403E2 -4.431934E2
1.081712E2 2.855362E2 -4.365453E2
1.082047E2 2.894649E2 -4.366311E2
1.082381E2 2.874560E2 -4.383668E2
1.082715E2 2.774591E2 -4.421212E2
1.083049E2 2.615890E2 -4.471573E2
1.083383E2 2.398034E2 -4.588612E2
1.083718E2 2.119488E2 -4.724711E2
1.084052E2 1.802374E2 -4.854933E2
1.084386E2 1.441327E2 -4.997088E2
1.084720E2 1.038416E2 -5.105564E2
1.085054E2 6.108952E1 -5.180109E2
1.085388E2 1.618743E1 -5.196227E2
1.085723E2 -2.811668E1 -5.188590E2
1.086057E2 -7.193734E1 -5.148553E2
1.086391E2 -1.129037E2 -5.086712E2
1.086725E2 -1.506758E2 -5.007761E2
1.087059E2 -1.838382E2 -4.876419E2
1.087393E2 -2.128165E2 -4.765726E2
1.087728E2 -2.366744E2 -4.645214E2
1.088062E2 -2.551193E2 -4.541382E2
1.088396E2 -2.666850E2 -4.446534E2
1.088730E2 -2.735212E2 -4.387066E2
1.089064E2 -2.756524E2 -4.366377E2
1.089398E2 -2.729408E2 -4.386002E2
1.089733E2 -2.649570E2 -4.443693E2
1.090067E2 -2.509815E2 -4.525165E2
1.090401E2 -2.328200E2 -4.643434E2
1.090735E2 -2.076308E2 -4.754857E2
1.091069E2 -1.786552E2 -4.878214E2
1.091403E2 -1.449305E2 -4.986786E2
1.091738E2 -1.081821E2 -5.085543E2
1.092072E2 -6.720710E1 -5.149603E2
1.092406E2 -2.508963E1 -5.187506E2
1.092740E2 1.878719E1 -5.188972E2
1.093074E2 6.126125E1 -5.160102E2
1.093408E2 1.032837E2 -5.087732E2
1.093743E2 1.412512E2 -4.986746E2
1.094077E2 1.773113E2 -4.869206E2
1.094411E2 2.093706E2 -4.740663E2
1.094745E2 2.374584E2 -4.641108E2
1.095079E2 2.593736E2 -4.516274E2
1.095413E2 2.751106E2 -4.404350E2
1.095748E2 2.780798E2 -4.379302E2
1.096082E2 2.842400E2 -4.359049E2
1.096416E2 2.851188E2 -4.391320E2
1.096750E2 2.770386E2 -4.386642E2
1.097084E2 2.634770E2 -4.462792E2
1.097419E2 2.436147E2 -4.569891E2
1.097753E2 2.176142E2 -4.704539E2
1.098087E2 1.866788E2 -4.827572E2
1.098421E2 1.518052E2 -4.949184E2
1.098755E2 1.126773E2 -5.067872E2
1.099089E2 7.046698E1 -5.143694E2
1.099424E2 2.626737E1 -5.188517E2
1.099758E2 -1.777039E1 -5.189372E2
1.100092E2 -6.194693E1 -5.169185E2
1.100426E2 -1.040003E2 -5.111678E2
1.100760E2 -1.431701E2 -5.030077E2
1.101094E2 -1.775085E2 -4.929823E2
1.101429E2 -2.061120E2 -4.803356E2
1.101763E2 -2.314616E2 -4.691146E2
1.102097E2 -2.507898E2 -4.581674E2
1.102431E2 -2.625576E2 -4.476836E2
1.102765E2 -2.707451E2 -4.405977E2
1.103099E2 -2.769482E2 -4.412978E2
1.103434E2 -2.750959E2 -4.420755E2
1.103768E2 -2.670159E2 -4.461989E2
1.104102E2 -2.547285E2 -4.545974E2
1.104436E2 -2.365434E2 -4.647140E2
1.104770E2 -2.128001E2 -4.753609E2
1.105104E2 -1.834438E2 -4.859521E2
1.105439E2 -1.511626E2 -4.967058E2
1.105773E2 -1.153582E2 -5.078766E2
1.106107E2 -7.604520E1 -5.147191E2
1.106441E2 -3.486760E1 -5.186439E2
1.106775E2 7.319198E0 -5.204329E2
1.107109E2 5.104039E1 -5.168282E2
1.107444E2 9.275937E1 -5.107537E2
1.107778E2 1.315423E2 -5.008782E2
1.108112E2 1.683133E2 -4.901150E2
1.108446E2 2.007313E2 -4.769265E2
1.108780E2 2.283980E2 -4.648348E2
1.109115E2 2.530522E2 -4.540943E2
1.109449E2 2.710264E2 -4.448752E2
1.109783E2 2.777555E2 -4.396032E2
1.110117E2 2.849800E2 -4.400039E2
1.110451E2 2.849667E2 -4.400625E2
1.110785E2 2.762588E2 -4.401123E2
1.111120E2 2.664031E2 -4.482546E2
1.111454E2 2.463919E2 -4.549375E2
1.111788E2 2.220005E2 -4.669262E2
1.112122E2 1.923272E2 -4.807935E2
1.112456E2 1.583374E2 -4.928068E2
1.112790E2 1.205934E2 -5.042745E2
1.113125E2 7.953394E1 -5.127423E2
1.113459E2 3.600324E1 -5.186402E2
1.113793E2 -7.353100E0 -5.191926E2
1.114127E2 -5.222758E1 -5.171206E2
1.114461E2 -9.492909E1 -5.132360E2
1.114795E2 -1.339575E2 -5.050244E2
1.115130E2 -1.693323E2 -4.953389E2
1.115464E2 -1.987390E2 -4.827015E2
1.115798E2 -2.243435E2 -4.719191E2
1.116132E2 -2.448444E2 -4.604520E2
1.116466E2 -2.598851E2 -4.513468E2
1.116800E2 -2.675247E2 -4.428332E2
1.117135E2 -2.729638E2 -4.402366E2
1.117469E2 -2.717086E2 -4.405351E2
1.117803E2 -2.657971E2 -4.444490E2
1.118137E2 -2.565307E2 -4.546138E2
1.118471E2 -2.377467E2 -4.616584E2
1.118805E2 -2.170964E2 -4.740306E2
1.119140E2 -1.887525E2 -4.842454E2
1.119474E2 -1.569361E2 -4.948418E2
1.119808E2 -1.222848E2 -5.048804E2
1.120142E2 -8.450942E1 -5.130402E2
1.120476E2 -4.324161E1 -5.181402E2
1.120811E2 -1.437246E0 -5.208173E2
1.121145E2 4.120040E1 -5.183321E2
1.121479E2 8.308298E1 -5.123841E2
1.121813E2 1.229747E2 -5.029364E2
1.122147E2 1.603189E2 -4.934989E2
1.122481E2 1.931656E2 -4.803950E2
1.122816E2 2.219875E2 -4.682096E2
1.123150E2 2.473631E2 -4.567438E2
1.123484E2 2.661385E2 -4.478146E2
1.123818E2 2.765803E2 -4.450254E2
1.124152E2 2.786071E2 -4.374052E2
1.124486E2 2.792860E2 -4.372615E2
1.124821E2 2.747816E2 -4.406882E2
1.125155E2 2.658240E2 -4.466111E2
1.125489E2 2.492387E2 -4.584788E2
1.125823E2 2.249626E2 -4.667096E2
1.126157E2 1.964576E2 -4.788201E2
1.126491E2 1.638434E2 -4.916903E2
1.126826E2 1.270029E2 -5.027137E2
1.127160E2 8.681620E1 -5.120872E2
1.127494E2 4.420780E1 -5.181691E2
1.127828E2 4.499863E-1 -5.198553E2
1.128162E2 -4.271101E1 -5.181841E2
1.128496E2 -8.525008E1 -5.129714E2
1.128831E2 -1.257642E2 -5.080945E2
1.129165E2 -1.610147E2 -4.979822E2
1.129499E2 -1.929085E2 -4.863748E2
1.129833E2 -2.163225E2 -4.718699E2
1.130167E2 -2.397821E2 -4.636900E2
1.130501E2 -2.560765E2 -4.541766E2
1.130836E2 -2.645554E2 -4.457135E2
1.131170E2 -2.701517E2 -4.410115E2
1.131504E2 -2.698563E2 -4.406807E2
1.131838E2 -2.670574E2 -4.461430E2
1.132172E2 -2.548357E2 -4.514000E2
1.132507E2 -2.389313E2 -4.595810E2
1.132841E2 -2.186659E2 -4.716641E2
1.133175E2 -1.929328E2 -4.830466E2
1.133509E2 -1.626617E2 -4.936036E2
1.133843E2 -1.287537E2 -5.035010E2
1.134177E2 -9.130443E1 -5.125955E2
1.134512E2 -5.113944E1 -5.169170E2
1.134846E2 -8.859732E0 -5.189515E2
1.135180E2 3.322371E1 -5.187975E2
1.135514E2 7.497941E1 -5.129514E2
1.135848E2 1.151719E2 -5.055167E2
1.136182E2 1.528522E2 -4.946409E2
1.136517E2 1.868814E2 -4.836871E2
1.136851E2 2.159892E2 -4.709086E2
1.137185E2 2.413254E2 -4.587275E2
1.137519E2 2.608681E2 -4.478666E2
1.137853E2 2.741960E2 -4.401536E2
1.138187E2 2.774130E2 -4.436718E2
1.138522E2 2.780587E2 -4.391899E2
1.138856E2 2.766387E2 -4.443565E2
1.139190E2 2.687016E2 -4.487617E2
1.139524E2 2.504178E2 -4.543358E2
1.139858E2 2.276956E2 -4.654130E2
1.140192E2 2.001485E2 -4.778610E2
1.140527E2 1.688964E2 -4.905092E2
1.140861E2 1.328005E2 -5.006182E2
1.141195E2 9.374940E1 -5.103559E2
1.141529E2 5.159030E1 -5.167615E2
1.141863E2 7.979154E0 -5.189347E2
1.142197E2 -3.400824E1 -5.187326E2
1.142532E2 -7.640558E1 -5.146029E2
1.142866E2 -1.169172E2 -5.094234E2
1.143200E2 -1.532143E2 -5.001415E2
1.143534E2 -1.857274E2 -4.893507E2
1.143868E2 -2.127967E2 -4.781950E2
1.144203E2 -2.348943E2 -4.664450E2
1.144537E2 -2.517968E2 -4.576181E2
1.144871E2 -2.611002E2 -4.470472E2
1.145205E2 -2.679983E2 -4.431119E2
1.145539E2 -2.687034E2 -4.424081E2
1.145873E2 -2.667561E2 -4.474629E2
1.146208E2 -2.565758E2 -4.527057E2
1.146542E2 -2.426094E2 -4.617441E2
1.146876E2 -2.226813E2 -4.713530E2
1.147210E2 -1.966343E2 -4.817053E2
1.147544E2 -1.687820E2 -4.939828E2
1.147878E2 -1.345562E2 -5.026839E2
1.148213E2 -9.746381E1 -5.107296E2
1.148547E2 -5.830934E1 -5.168046E2
1.148881E2 -1.638509E1 -5.203293E2
1.149215E2 2.579308E1 -5.187905E2
1.149549E2 6.726056E1 -5.145818E2
1.149883E2 1.075026E2 -5.069552E2
1.150218E2 1.454170E2 -4.968824E2
1.150552E2 1.797647E2 -4.864573E2
1.150886E2 2.102981E2 -4.747959E2
1.151220E2 2.357935E2 -4.626539E2
1.151554E2 2.559395E2 -4.514504E2
1.151888E2 2.719315E2 -4.471978E2
1.152223E2 2.771942E2 -4.452422E2
1.152557E2 2.792334E2 -4.436942E2
1.152891E2 2.771479E2 -4.451914E2
1.153225E2 2.685907E2 -4.464813E2
1.153559E2 2.532595E2 -4.552542E2
1.153893E2 2.300191E2 -4.642493E2
1.154228E2 2.032721E2 -4.765472E2
1.154562E2 1.727116E2 -4.886031E2
1.154896E2 1.375418E2 -5.004892E2
1.155230E2 9.912551E1 -5.089441E2
1.155564E2 5.782658E1 -5.162009E2
1.155899E2 1.454269E1 -5.203604E2
1.156233E2 -2.760805E1 -5.188723E2
1.156567E2 -6.964915E1 -5.161835E2
1.156901E2 -1.098527E2 -5.105932E2
1.157235E2 -1.460559E2 -5.021594E2
1.157569E2 -1.795344E2 -4.920343E2
1.157904E2 -2.067628E2 -4.804987E2
1.158238E2 -2.297865E2 -4.691300E2
1.158572E2 -2.478107E2 -4.600189E2
1.158906E2 -2.575082E2 -4.498870E2
1.159240E2 -2.654793E2 -4.458003E2
1.159574E2 -2.674142E2 -4.439359E2
1.159909E2 -2.637475E2 -4.446826E2
1.160243E2 -2.558260E2 -4.504057E2
1.160577E2 -2.440302E2 -4.601700E2
1.160911E2 -2.248540E2 -4.702190E2
1.161245E2 -1.996167E2 -4.799487E2
1.161579E2 -1.717350E2 -4.906602E2
1.161914E2 -1.392118E2 -5.006772E2
1.162248E2 -1.027544E2 -5.089480E2
1.162582E2 -6.342673E1 -5.161134E2
1.162916E2 -2.256780E1 -5.189352E2
1.163250E2 1.946159E1 -5.189074E2
1.163584E2 6.009305E1 -5.149082E2
1.163919E2 1.011649E2 -5.087669E2
1.164253E2 1.388669E2 -4.991411E2
1.164587E2 1.735265E2 -4.885093E2
1.164921E2 2.039110E2 -4.766828E2
1.165255E2 2.303258E2 -4.671094E2
1.165589E2 2.516608E2 -4.561356E2
1.165924E2 2.678917E2 -4.498783E2
1.166258E2 2.762226E2 -4.463049E2
1.166592E2 2.776345E2 -4.452136E2
1.166926E2 2.754067E2 -4.460653E2
1.167260E2 2.679170E2 -4.445986E2
1.167594E2 2.539175E2 -4.533876E2
1.167929E2 2.336720E2 -4.628328E2
1.168263E2 2.073401E2 -4.748464E2
1.168597E2 1.768576E2 -4.866805E2
1.168931E2 1.426732E2 -4.983806E2
1.169265E2 1.047526E2 -5.080349E2
1.169600E2 6.402141E1 -5.167966E2
1.169934E2 2.118566E1 -5.192268E2
1.170268E2 -2.082312E1 -5.189441E2
1.170602E2 -6.344007E1 -5.166557E2
1.170936E2 -1.038242E2 -5.126303E2
1.171270E2 -1.407915E2 -5.041663E2
1.171605E2 -1.733641E2 -4.941355E2
1.171939E2 -2.015214E2 -4.830402E2
1.172273E2 -2.255895E2 -4.719659E2
1.172607E2 -2.439822E2 -4.621547E2
1.172941E2 -2.550578E2 -4.521934E2
1.173275E2 -2.643129E2 -4.488772E2
1.173610E2 -2.674579E2 -4.466877E2
1.173944E2 -2.655982E2 -4.485093E2
1.174278E2 -2.556561E2 -4.506607E2
1.174612E2 -2.457811E2 -4.604140E2
1.174946E2 -2.274476E2 -4.706287E2
1.175280E2 -2.030814E2 -4.780764E2
1.175615E2 -1.747691E2 -4.887810E2
1.175949E2 -1.437639E2 -5.013717E2
1.176283E2 -1.075283E2 -5.086412E2
1.176617E2 -6.882597E1 -5.148355E2
1.176951E2 -2.815062E1 -5.187667E2
1.177285E2 1.326332E1 -5.188616E2
1.177620E2 5.431720E1 -5.168493E2
1.177954E2 9.410287E1 -5.108913E2
1.178288E2 1.321596E2 -5.008797E2
1.178622E2 1.670764E2 -4.924634E2
1.178956E2 1.975098E2 -4.787739E2
1.179290E2 2.244502E2 -4.667631E2
1.179625E2 2.460767E2 -4.550569E2
1.179959E2 2.644258E2 -4.525314E2
1.180293E2 2.748325E2 -4.465603E2
1.180627E2 2.790931E2 -4.440237E2
1.180961E2 2.759787E2 -4.463680E2
1.181296E2 2.707259E2 -4.488461E2
1.181630E2 2.552054E2 -4.513383E2
1.181964E2 2.358267E2 -4.615830E2
1.182298E2 2.108756E2 -4.728971E2
1.182632E2 1.813269E2 -4.849517E2
1.182966E2 1.474159E2 -4.968665E2
1.183301E2 1.096791E2 -5.068207E2
1.183635E2 6.959667E1 -5.147577E2
1.183969E2 2.766704E1 -5.188185E2
1.184303E2 -1.399316E1 -5.197893E2
1.184637E2 -5.693997E1 -5.169181E2
1.184971E2 -9.685023E1 -5.112747E2
1.185306E2 -1.348514E2 -5.055185E2
1.185640E2 -1.677132E2 -4.959712E2
1.185974E2 -1.957430E2 -4.847397E2
1.186308E2 -2.197087E2 -4.738884E2
1.186642E2 -2.396876E2 -4.641914E2
1.186976E2 -2.519194E2 -4.543092E2
1.187311E2 -2.603603E2 -4.488649E2
1.187645E2 -2.636380E2 -4.456495E2
1.187979E2 -2.620761E2 -4.461530E2
1.188313E2 -2.577959E2 -4.532713E2
1.188647E2 -2.458784E2 -4.602797E2
1.188981E2 -2.278685E2 -4.683503E2
1.189316E2 -2.040554E2 -4.771417E2
1.189650E2 -1.778501E2 -4.891094E2
1.189984E2 -1.461361E2 -4.991032E2
1.190318E2 -1.113693E2 -5.087039E2
1.190652E2 -7.339511E1 -5.148268E2
1.190986E2 -3.381091E1 -5.185533E2
1.191321E2 6.262278E0 -5.206168E2
1.191655E2 4.795871E1 -5.182890E2
1.191989E2 8.804497E1 -5.125480E2
1.192323E2 1.265296E2 -5.060603E2
1.192657E2 1.609602E2 -4.927835E2
1.192992E2 1.925187E2 -4.821631E2
1.193326E2 2.194685E2 -4.705890E2
1.193660E2 2.422422E2 -4.595941E2
1.193994E2 2.581690E2 -4.489042E2
1.194328E2 2.720249E2 -4.481701E2
1.194662E2 2.770690E2 -4.451133E2
1.194997E2 2.767204E2 -4.456388E2
1.195331E2 2.701632E2 -4.492803E2
1.195665E2 2.556207E2 -4.510503E2
1.195999E2 2.368898E2 -4.610478E2
1.196333E2 2.124460E2 -4.726003E2
1.196667E2 1.834650E2 -4.845501E2
1.197002E2 1.512222E2 -4.958402E2
1.197336E2 1.146823E2 -5.060852E2
1.197670E2 7.429656E1 -5.142431E2
1.198004E2 3.279670E1 -5.186740E2
1.198338E2 -9.034127E0 -5.190110E2
1.198672E2 -5.077043E1 -5.181108E2
1.199007E2 -9.072545E1 -5.128945E2
1.199341E2 -1.290752E2 -5.070026E2
1.199675E2 -1.625345E2 -4.974503E2
1.200009E2 -1.921963E2 -4.869712E2
1.200343E2 -2.167874E2 -4.760657E2
1.200677E2 -2.337485E2 -4.636278E2
1.201012E2 -2.500210E2 -4.572359E2
1.201346E2 -2.596699E2 -4.524478E2
1.201680E2 -2.636091E2 -4.497249E2
1.202014E2 -2.634291E2 -4.507787E2
1.202348E2 -2.557670E2 -4.524633E2
1.202682E2 -2.438389E2 -4.584249E2
1.203017E2 -2.278218E2 -4.674304E2
1.203351E2 -2.054840E2 -4.768757E2
1.203685E2 -1.798812E2 -4.882037E2
1.204019E2 -1.494684E2 -4.987434E2
1.204353E2 -1.158481E2 -5.081531E2
1.204688E2 -7.782008E1 -5.149666E2
1.205022E2 -3.807249E1 -5.186473E2
1.205356E2 4.785266E-1 -5.205203E2
1.205690E2 4.194774E1 -5.175808E2
1.206024E2 8.197719E1 -5.126723E2
1.206358E2 1.202780E2 -5.046317E2
1.206693E2 1.556316E2 -4.944148E2
1.207027E2 1.878424E2 -4.846021E2
1.207361E2 2.157996E2 -4.747439E2
1.207695E2 2.397733E2 -4.645423E2
1.208029E2 2.569954E2 -4.546010E2
1.208363E2 2.693168E2 -4.493815E2
1.208698E2 2.748262E2 -4.458922E2
1.209032E2 2.749524E2 -4.457563E2
1.209366E2 2.692202E2 -4.490953E2
1.209700E2 2.572154E2 -4.551204E2
1.210034E2 2.374389E2 -4.608079E2
1.210368E2 2.136440E2 -4.724567E2
1.210703E2 1.854525E2 -4.842132E2
1.211037E2 1.538650E2 -4.948983E2
1.211371E2 1.179959E2 -5.048935E2
1.211705E2 7.940090E1 -5.129521E2
1.212039E2 3.841796E1 -5.177734E2
1.212373E2 -4.132356E0 -5.203062E2
1.212708E2 -4.513525E1 -5.182501E2
1.213042E2 -8.512202E1 -5.134207E2
1.213376E2 -1.230367E2 -5.064252E2
1.213710E2 -1.570530E2 -4.981640E2
1.214044E2 -1.870304E2 -4.885686E2
1.214378E2 -2.117584E2 -4.779158E2
