Time (s),Position (m)
10:29:40.647,0.151
10:29:41.647,0.151
10:29:42.647,0.151
10:29:43.647,0.152
10:29:44.647,0.151
10:29:45.647,0.152
10:29:46.648,0.151
10:29:47.647,0.152
10:29:48.647,0.152
10:29:49.648,0.152
10:29:50.647,0.152
10:29:51.647,0.152
10:29:52.647,0.152
10:29:53.647,0.152
10:29:54.647,0.152
10:29:55.647,0.152
10:29:56.647,0.152
10:29:57.647,0.152
10:29:58.647,0.152
10:29:59.647,0.152
10:30:00.647,0.152
10:30:01.647,0.152
10:30:02.648,0.152
10:30:03.647,0.153
10:30:04.647,0.153
10:30:05.647,0.153
10:30:06.647,0.153
10:30:07.647,0.153
10:30:08.647,0.153
10:30:09.647,0.153
10:30:10.648,0.153
10:30:11.647,0.154
10:30:12.647,0.154
10:30:13.647,0.154
10:30:14.647,0.154
10:30:15.647,0.154
10:30:16.647,0.154
10:30:17.647,0.154
10:30:18.647,0.154
10:30:19.647,0.155
10:30:20.647,0.155
10:30:21.647,0.155
10:30:22.647,0.155
10:30:23.647,0.155
10:30:24.647,0.155
10:30:25.647,0.155
10:30:26.647,0.155
10:30:27.647,0.156
10:30:28.647,0.156
10:30:29.647,0.156
10:30:30.647,0.156
10:30:31.647,0.156
10:30:32.647,0.156
10:30:33.647,0.157
10:30:34.647,0.157
10:30:35.647,0.157
10:30:36.647,0.157
10:30:37.647,0.157
10:30:38.647,0.158
10:30:39.647,0.158
10:30:40.647,0.158
10:30:41.647,0.158
10:30:42.647,0.158
10:30:43.647,0.158
10:30:44.647,0.158
10:30:45.647,0.159
10:30:46.647,0.159
10:30:47.648,0.159
10:30:48.647,0.159
10:30:49.647,0.159
10:30:50.647,0.16
10:30:51.648,0.16
10:30:52.647,0.16
10:30:53.647,0.16
10:30:54.648,0.16
10:30:55.647,0.16
10:30:56.647,0.161
10:30:57.647,0.161
10:30:58.647,0.161
10:30:59.647,0.161
10:31:00.647,0.161
10:31:01.647,0.162
10:31:02.648,0.162
10:31:03.647,0.162
10:31:04.647,0.162
10:31:05.647,0.162
10:31:06.647,0.162
10:31:07.647,0.162
10:31:08.647,0.162
10:31:09.647,0.163
10:31:10.647,0.163
10:31:11.647,0.163
10:31:12.647,0.163
10:31:13.647,0.163
10:31:14.647,0.164
10:31:15.647,0.164
10:31:16.647,0.164
10:31:17.647,0.164
10:31:18.647,0.164
10:31:19.647,0.164
10:31:20.647,0.164
10:31:21.647,0.165
10:31:22.647,0.165
10:31:23.647,0.165
10:31:24.647,0.165
10:31:25.647,0.165
10:31:26.647,0.165
10:31:27.648,0.165
10:31:28.647,0.165
10:31:29.647,0.165
10:31:30.647,0.166
10:31:31.648,0.166
10:31:32.647,0.166
10:31:33.647,0.166
10:31:34.647,0.166
10:31:35.647,0.166
10:31:36.647,0.166
10:31:37.648,0.166
10:31:38.647,0.166
10:31:39.647,0.167
10:31:40.647,0.167
10:31:41.647,0.167
10:31:42.647,0.167
10:31:43.647,0.167
10:31:44.647,0.167
10:31:45.647,0.167
10:31:46.648,0.167
10:31:47.647,0.167
10:31:48.647,0.167
10:31:49.647,0.168
10:31:50.647,0.167
10:31:51.647,0.168
10:31:52.647,0.168
10:31:53.647,0.168
10:31:54.647,0.168
10:31:55.648,0.168
10:31:56.647,0.168
10:31:57.648,0.168
10:31:58.647,0.168
10:31:59.647,0.168
10:32:00.647,0.168
10:32:01.647,0.168
10:32:02.647,0.168
10:32:03.647,0.168
10:32:04.647,0.168
10:32:05.647,0.168
10:32:06.647,0.168
10:32:07.647,0.168
10:32:08.647,0.168
10:32:09.647,0.168
10:32:10.648,0.168
10:32:11.647,0.168
10:32:12.647,0.168
10:32:13.647,0.168
10:32:14.647,0.168
10:32:15.648,0.168
10:32:16.647,0.168
10:32:17.647,0.168
