Time (s),Position (m)
10:18:46.818,0.055
10:18:47.818,0.056
10:18:48.818,0.056
10:18:49.818,0.055
10:18:50.819,0.055
10:18:51.818,0.055
10:18:52.818,0.055
10:18:53.818,0.055
10:18:54.819,0.056
10:18:55.818,0.055
10:18:56.819,0.055
10:18:57.818,0.056
10:18:58.818,0.056
10:18:59.818,0.055
10:19:00.819,0.055
10:19:01.819,0.056
10:19:02.818,0.056
10:19:03.819,0.055
10:19:04.819,0.055
10:19:05.818,0.055
10:19:06.819,0.056
10:19:07.818,0.056
10:19:08.819,0.056
10:19:09.818,0.056
10:19:10.819,0.057
10:19:11.818,0.056
10:19:12.819,0.055
10:19:13.819,0.055
10:19:14.818,0.056
10:19:15.819,0.056
10:19:16.819,0.056
10:19:17.818,0.055
10:19:18.818,0.056
10:19:19.818,0.057
10:19:20.819,0.057
10:19:21.818,0.057
10:19:22.819,0.057
10:19:23.818,0.056
10:19:24.819,0.056
10:19:25.819,0.057
10:19:26.818,0.056
10:19:27.819,0.056
10:19:28.819,0.057
10:19:29.818,0.057
10:19:30.819,0.057
10:19:31.819,0.057
10:19:32.818,0.057
10:19:33.818,0.057
10:19:34.819,0.057
10:19:35.818,0.057
10:19:36.818,0.057
10:19:37.819,0.057
10:19:38.818,0.057
10:19:39.819,0.057
10:19:40.818,0.058
10:19:41.819,0.057
10:19:42.819,0.058
10:19:43.818,0.058
10:19:44.818,0.058
10:19:45.819,0.058
10:19:46.819,0.058
10:19:47.819,0.058
10:19:48.819,0.058
10:19:49.819,0.058
10:19:50.818,0.058
10:19:51.819,0.058
10:19:52.818,0.058
10:19:53.819,0.058
10:19:54.818,0.059
10:19:55.819,0.059
10:19:56.819,0.059
10:19:57.819,0.059
10:19:58.818,0.059
10:19:59.819,0.06
10:20:00.819,0.06
10:20:01.819,0.06
10:20:02.819,0.06
10:20:03.819,0.06
10:20:04.818,0.06
10:20:05.819,0.06
10:20:06.818,0.06
10:20:07.819,0.06
10:20:08.818,0.06
10:20:09.819,0.06
10:20:10.819,0.06
10:20:11.818,0.06
10:20:12.819,0.06
10:20:13.819,0.06
10:20:14.819,0.061
10:20:15.819,0.06
10:20:16.819,0.061
10:20:17.819,0.06
10:20:18.819,0.061
10:20:19.819,0.061
10:20:20.819,0.061
10:20:21.819,0.062
10:20:22.819,0.062
10:20:23.819,0.062
10:20:24.819,0.062
10:20:25.819,0.062
10:20:26.819,0.062
10:20:27.819,0.062
10:20:28.819,0.062
10:20:29.819,0.062
10:20:30.819,0.062
10:20:31.819,0.062
10:20:32.819,0.063
10:20:33.819,0.062
10:20:34.819,0.063
10:20:35.819,0.063
10:20:36.819,0.063
10:20:37.819,0.063
10:20:38.819,0.063
10:20:39.820,0.063
10:20:40.819,0.063
10:20:41.819,0.063
10:20:42.819,0.063
10:20:43.820,0.064
10:20:44.819,0.064
10:20:45.820,0.063
10:20:46.820,0.063
10:20:47.819,0.064
10:20:48.819,0.064
10:20:49.819,0.064
10:20:50.819,0.064
10:20:51.819,0.064
10:20:52.819,0.064
10:20:53.819,0.064
10:20:54.819,0.064
10:20:55.819,0.064
10:20:56.820,0.064
10:20:57.820,0.064
10:20:58.820,0.064
10:20:59.819,0.064
10:21:00.820,0.064
10:21:01.819,0.064
10:21:02.819,0.064
10:21:03.819,0.065
10:21:04.820,0.063
10:21:05.820,0.064
10:21:06.819,0.064
10:21:07.819,0.065
10:21:08.819,0.064
10:21:09.819,0.065
10:21:10.820,0.065
10:21:11.820,0.065
10:21:12.820,0.065
10:21:13.820,0.065
10:21:14.819,0.065
10:21:15.820,0.065
10:21:16.819,0.065
10:21:17.819,0.065
10:21:18.819,0.065
10:21:19.819,0.065
10:21:20.820,0.065
10:21:21.819,0.065
10:21:22.819,0.065
10:21:23.820,0.065
10:21:24.819,0.065
10:21:25.819,0.065
10:21:26.819,0.065
10:21:27.819,0.065
10:21:28.820,0.065
10:21:29.819,0.065
10:21:30.820,0.065
10:21:31.820,0.065
10:21:32.819,0.065
10:21:33.820,0.065
10:21:34.819,0.065
10:21:35.819,0.064
10:21:36.819,0.065
10:21:37.819,0.065
10:21:38.820,0.065
10:21:39.820,0.065
10:21:40.820,0.064
10:21:41.820,0.065
10:21:42.820,0.064
10:21:43.819,0.064
10:21:44.820,0.064
10:21:45.819,0.065
10:21:46.819,0.065
10:21:47.820,0.064
10:21:48.819,0.064
10:21:49.819,0.064
10:21:50.820,0.064
10:21:51.820,0.064
10:21:52.820,0.064
10:21:53.819,0.064
10:21:54.819,0.064
10:21:55.820,0.064
10:21:56.819,0.064
10:21:57.820,0.064
10:21:58.819,0.064
10:21:59.819,0.063
10:22:00.819,0.063
10:22:01.819,0.063
10:22:02.820,0.064
10:22:03.820,0.063
10:22:04.820,0.063
10:22:05.820,0.063
10:22:06.820,0.063
10:22:07.820,0.063
10:22:08.820,0.063
10:22:09.820,0.063
10:22:10.819,0.063
10:22:11.819,0.063
10:22:12.820,0.063
10:22:13.820,0.063
10:22:14.820,0.062
10:22:15.820,0.062
10:22:16.819,0.062
10:22:17.820,0.062
10:22:18.820,0.062
10:22:19.820,0.063
10:22:20.820,0.062
10:22:21.819,0.062
10:22:22.820,0.062
10:22:23.820,0.063
10:22:24.820,0.062
10:22:25.820,0.062
10:22:26.819,0.061
10:22:27.820,0.061
10:22:28.820,0.061
10:22:29.820,0.063
10:22:30.820,0.061
10:22:31.820,0.061
10:22:32.820,0.061
10:22:33.820,0.061
10:22:34.820,0.06
10:22:35.820,0.06
10:22:36.820,0.061
10:22:37.820,0.06
10:22:38.820,0.061
10:22:39.820,0.06
10:22:40.820,0.06
10:22:41.820,0.06
10:22:42.820,0.06
10:22:43.820,0.06
10:22:44.820,0.06
10:22:45.820,0.06
10:22:46.820,0.06
10:22:47.820,0.06
10:22:48.820,0.059
10:22:49.820,0.06
10:22:50.820,0.059
10:22:51.820,0.059
10:22:52.820,0.059
10:22:53.821,0.059
10:22:54.820,0.059
10:22:55.820,0.059
10:22:56.820,0.059
10:22:57.821,0.059
10:22:58.820,0.059
10:22:59.820,0.059
10:23:00.820,0.059
10:23:01.820,0.059
10:23:02.820,0.058
10:23:03.820,0.058
10:23:04.821,0.058
10:23:05.821,0.058
10:23:06.820,0.058
10:23:07.820,0.058
10:23:08.820,0.058
10:23:09.820,0.058
10:23:10.821,0.057
10:23:11.820,0.057
10:23:12.821,0.058
10:23:13.821,0.058
10:23:14.820,0.057
10:23:15.821,0.057
10:23:16.820,0.057
10:23:17.820,0.057
10:23:18.820,0.059
10:23:19.820,0.058
10:23:20.820,0.057
10:23:21.820,0.057
10:23:22.820,0.057
10:23:23.821,0.059
10:23:24.820,0.057
10:23:25.820,0.057
10:23:26.821,0.057
10:23:27.820,0.057
10:23:28.820,0.057
10:23:29.821,0.057
10:23:30.820,0.057
10:23:31.820,0.057
10:23:32.820,0.057
10:23:33.821,0.056
10:23:34.820,0.056
10:23:35.821,0.057
10:23:36.820,0.056
10:23:37.820,0.056
10:23:38.821,0.056
10:23:39.820,0.056
10:23:40.820,0.057
10:23:41.820,0.057
10:23:42.820,0.056
10:23:43.820,0.057
10:23:44.820,0.056
10:23:45.820,0.056
10:23:46.821,0.056
10:23:47.821,0.056
10:23:48.820,0.056
10:23:49.821,0.057
10:23:50.821,0.056
10:23:51.821,0.056
10:23:52.820,0.056
10:23:53.821,0.057
10:23:54.820,0.057
10:23:55.820,0.057
10:23:56.821,0.056
10:23:57.821,0.057
10:23:58.821,0.056
10:23:59.821,0.056
10:24:00.821,0.056
10:24:01.820,0.056
10:24:02.821,0.056
10:24:03.820,0.056
10:24:04.820,0.056
10:24:05.821,0.056
10:24:06.821,0.056
10:24:07.821,0.056
10:24:08.820,0.056
10:24:09.820,0.056
10:24:10.820,0.056
10:24:11.820,0.056
10:24:12.821,0.057
10:24:13.821,0.056
10:24:14.821,0.057
10:24:15.820,0.057
10:24:16.821,0.056
10:24:17.820,0.056
10:24:18.820,0.057
10:24:19.821,0.057
10:24:20.821,0.057
10:24:21.821,0.056
